Date,day,camping0T1,camping0T2,camping0T3,camping0T2P,camping1T1,camping1T2,camping1T3,camping1T2P,camping2T1,camping2T2,camping2T3,camping2T2P,camping3T1,camping3T2,camping3T3,camping3T2P,camping4T1,camping4T2,camping4T3,camping4T2P,camping5T1,camping5T2,camping5T3,camping5T2P,camping6T1,camping6T2,camping6T3,camping6T2P,camping7T1,camping7T2,camping7T3,camping7T2P,camping8T1,camping8T2,camping8T3,camping8T2P,entrance0T1,entrance0T2,entrance0T3,entrance0T4,entrance0T5,entrance0T6,entrance1T1,entrance1T2,entrance1T3,entrance1T4,entrance1T5,entrance1T6,entrance2T1,entrance2T2,entrance2T3,entrance2T4,entrance2T5,entrance2T6,entrance3T1,entrance3T2,entrance3T3,entrance3T4,entrance3T5,entrance3T6,entrance4T1,entrance4T2,entrance4T3,entrance4T4,entrance4T5,entrance4T6,gate0T2P,gate1T2P,gate2T2P,gate3T4,gate3T2P,gate4T2P,gate5T4,gate5T2P,gate6T4,gate6T2P,gate7T2P,gate8T2P,general-gate0T1,general-gate0T2,general-gate0T3,general-gate0T2P,general-gate1T1,general-gate1T2,general-gate1T3,general-gate1T4,general-gate1T5,general-gate1T6,general-gate1T2P,general-gate2T1,general-gate2T2,general-gate2T3,general-gate2T4,general-gate2T5,general-gate2T6,general-gate2T2P,general-gate3T1,general-gate3T2,general-gate3T3,general-gate3T2P,general-gate4T1,general-gate4T2,general-gate4T3,general-gate4T4,general-gate4T5,general-gate4T6,general-gate4T2P,general-gate5T1,general-gate5T2,general-gate5T3,general-gate5T4,general-gate5T5,general-gate5T6,general-gate5T2P,general-gate6T1,general-gate6T2,general-gate6T3,general-gate6T2P,general-gate7T1,general-gate7T2,general-gate7T3,general-gate7T4,general-gate7T5,general-gate7T6,general-gate7T2P,ranger-baseT2P,ranger-stop0T1,ranger-stop0T2,ranger-stop0T3,ranger-stop0T4,ranger-stop0T5,ranger-stop0T6,ranger-stop0T2P,ranger-stop1T1,ranger-stop1T2P,ranger-stop2T1,ranger-stop2T2,ranger-stop2T3,ranger-stop2T4,ranger-stop2T5,ranger-stop2T6,ranger-stop2T2P,ranger-stop3T4,ranger-stop3T2P,ranger-stop4T2P,ranger-stop5T2P,ranger-stop6T4,ranger-stop6T2P,ranger-stop7T2P
11/1/2015,191.00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,3,,1,,,,4,2,,1,,,2,,2,1,,1,5,1,,,,,,1,1,,,1,2,2,2,,2,4,,4,,4,4,4,,,,,2,1,1,1,,,2,2,1,1,1,,,2,,,,1,4,1,,1,,,3,1,1,,,,,3,2,,,,4,2,,1,,,3,4,2,1,1,1,,,3,,2,2,1,1,1,,,3,,2,2,4,,5,6
11/2/2015,192.00,,,,2,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,1,1,,1,,1,1,1,,,1,,3,1,,1,,,1,1,1,,1,1,,1,1,,,,2,2,,,,2,,1,,1,,2,,,,,4,2,1,1,,,1,4,2,1,1,,,1,,,,,2,2,,,,,,,1,1,,,,1,,,,,2,2,,,1,,,2,4,2,1,1,,,2,,,4,2,1,1,,,1,,,,2,,1,
11/3/2015,193.00,,,,,2,,,,,,,2,,,,,1,,,,,,1,,1,,,,,,,,,,,,1,1,1,1,,,,,2,1,,,2,1,1,1,1,,2,,,2,,,3,,1,1,1,,,,,,2,,,2,,2,,4,,,,,2,1,2,2,,,2,2,1,2,2,,,2,,,,,,,3,,,,2,3,,1,1,,,4,,,,,1,,3,1,,,4,4,2,1,2,2,,,2,,,2,1,2,2,,,4,,2,2,,,2,
11/4/2015,194.00,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,1,1,,,,1,2,2,,,,2,2,2,,,1,1,1,1,,,1,,1,,,,,,,,,,2,,,,,,2,,,,,2,1,2,,,1,,2,1,2,,,1,,,,,,1,2,1,,,,,,,1,,,,,,,2,,1,3,2,,,,,2,2,1,2,,,1,,,,2,1,2,,,1,,,,,2,,,
11/5/2015,195.00,,,,,,,,,,,,,,,,4,,,,,,,,2,,2,,,,,,,,,,1,,1,,,2,,,,1,1,3,,,3,,1,1,,,4,1,,1,,,4,,,1,,1,1,,,4,2,,7,,5,,6,,,,,,3,,1,2,,1,,3,,1,2,,1,,,,1,,,,1,3,,,,2,,,1,,4,,,,,,,1,1,3,,6,6,,3,,1,2,,3,,,,3,,1,2,,3,,4,2,2,,7,
11/6/2015,196.00,,,,,,,,,,,,,,,,,,,,,,,,2,1,,2,,,,,2,,,,1,2,1,1,1,,,2,,,,,,2,,2,,,,2,,3,,,,1,1,2,1,,,,,2,,4,2,,8,,6,4,6,,,,,4,1,2,1,,,2,4,1,2,1,,,2,,,,1,2,,,,,,2,2,1,1,1,,,5,,,,2,2,,,,,,5,6,4,1,2,1,,,3,,2,4,1,2,1,,,3,,4,2,2,,11,4
11/7/2015,197.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,2,,,1,,,1,,,,,,1,,,,,,2,,1,2,,,2,,1,1,,,,,,,2,,,,,,,2,,,,,3,,1,1,,,,3,,1,1,,,4,,,,,,,,,,,,2,,1,1,,,4,,,,,1,,,,,,,2,3,,1,1,,,4,,,3,,1,1,,,4,,2,,,,,
11/8/2015,198.00,,,,,,,,,,,,,,,,2,,,,2,,,,,2,,,2,,,,,,,,,2,2,,,1,1,2,1,1,,,1,,1,,,1,1,1,2,1,,,,1,3,,,,1,,,,,4,2,,8,,8,6,8,,,,,3,4,,,1,2,,3,4,,,1,2,2,,,,,2,1,,,,1,,3,3,,,,1,6,,,,,2,2,1,,,1,4,8,3,4,,,1,2,2,,,3,4,,,1,2,,,4,,2,,8,6
11/9/2015,199.00,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,,6,,,,,,,,,,,,2,,,,,2,,,,,,,,2,,2,4,,6,,4,,4,,,,,2,,,,,,,2,,,,,,,,,,1,,2,,,,,,2,,,,,,1,,,,,,5,,,,,4,4,2,,,,,,,,2,2,,,,,,,,2,,4,,6,
11/10/2015,200.00,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,4,,,,6,1,1,,1,,1,,,,,,1,,2,2,,,,1,4,1,,,,2,,1,1,,,,,2,,4,4,,8,,4,,8,,,,,2,2,1,1,,,,2,2,1,1,,,,,,,2,,1,,,,1,,2,,,1,,,6,,,,4,,2,,,,1,4,8,2,2,1,1,,,,,2,2,2,1,1,,,,,4,2,4,,8,
11/11/2015,201.00,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,1,2,,1,,,4,,,2,,,3,1,,2,1,,2,1,,1,,,,,,2,1,,,,4,,4,4,,8,,6,4,8,,,,,3,1,,2,,,2,3,1,,2,,,2,,,,2,3,,,1,,,2,,,,1,,,4,,,,,4,,,2,,,7,8,3,1,,2,,,3,,4,3,1,,2,,,3,,4,4,4,,10,4
11/12/2015,202.00,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,4,1,,1,,1,2,2,,3,,,2,1,,,,,,,,2,,,2,4,2,4,2,6,,,,,4,2,,1,,,2,4,2,,1,,1,2,,,,,1,2,,,,,2,1,1,,2,,,2,,,,,1,3,,,,,4,6,4,2,,1,,1,3,,,4,2,,1,,1,3,2,,4,,2,4,2
11/13/2015,203.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,2,1,,1,,2,,1,1,,,1,2,2,1,,,2,,1,,,1,,1,1,,1,,,,2,,4,2,,2,,2,2,4,,,,,1,2,1,1,1,1,2,1,2,1,1,1,,2,,,,1,1,,1,1,,,2,,,,,1,,5,,,,,2,,1,1,,,3,4,1,2,1,1,1,,3,,2,1,2,1,1,1,,3,,4,2,2,,3,2
11/14/2015,204.00,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,1,2,,,2,,,,2,1,1,,,,,,1,1,,,1,1,3,2,,,1,2,,1,,,,,2,,4,6,,6,,4,2,8,,,,,1,2,2,2,,,2,1,2,2,2,,,2,,,,2,1,1,1,,,,2,1,2,,1,,,4,,,,2,2,1,1,,,,5,8,1,2,2,2,,,3,,2,1,2,2,2,,,3,,4,2,6,,7,2
11/15/2015,205.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,2,2,1,,,,1,2,,,,,,,1,,1,1,,,,,1,1,1,2,,,,,,,2,,6,4,,6,,4,4,6,,,,,1,2,1,,1,1,2,1,2,1,,1,1,2,,,,2,1,2,,,,,2,1,2,1,,,,6,,,2,,1,2,,,,,3,6,1,2,1,,1,1,3,,2,1,2,1,,1,1,3,,6,2,4,,7,4
11/16/2015,206.00,,,,2,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,1,,2,,1,,,1,,2,1,,,1,,1,2,1,,,,,2,1,1,1,,1,3,,1,1,,3,3,2,,6,6,,6,,4,,7,,,,,2,4,1,1,1,,3,2,4,1,1,1,,3,,,,2,2,1,1,,1,,1,1,3,,1,1,,5,,,,,2,1,2,,1,,4,7,2,4,1,1,1,,4,,2,2,4,1,1,1,,4,,6,2,6,,7,
11/17/2015,207.00,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,2,2,1,2,1,1,,,,1,1,,,,2,2,,,1,,,,,1,1,,1,1,,,,,,,2,,6,4,,6,,4,4,9,,,,,1,1,2,,1,,1,1,1,2,,1,,3,,,,2,,1,1,,,,1,,,,,,,5,,,,,,1,1,,,,4,9,1,1,2,,1,,3,,2,1,1,2,,1,,2,,6,,4,,6,4
11/18/2015,208.00,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,1,1,1,,,,,2,,,,,1,1,1,2,,1,,1,1,2,,,,,,2,2,,2,,,,2,,,,,1,,2,1,2,,,1,,2,1,2,,,,,,1,1,,1,,,,,1,,1,1,2,,1,,,,,1,1,1,1,,,,2,1,,2,1,2,,,,,1,,2,1,2,,,,2,,2,,2,
11/19/2015,209.00,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,1,1,,1,1,1,1,1,2,1,1,,1,,2,,,1,1,,,1,1,1,,,2,1,1,1,1,,,4,,2,2,,4,,4,4,4,,,,,,2,1,1,,,2,,2,1,1,,,2,,,,1,1,2,2,1,,1,2,,1,1,1,,,3,,,,2,1,2,3,1,,1,5,4,,2,1,1,,,3,,4,,2,1,1,,,3,,2,2,2,,5,4
11/20/2015,210.00,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,,1,,,,1,,,,1,1,,,,1,1,,,,,,1,1,1,,,,,,2,,,2,,2,2,4,,,,1,,,2,2,1,,,,,2,2,1,,2,,,,,1,1,,,1,,,,,1,1,1,,4,,,,,1,2,,,1,,,4,,,2,2,1,,2,,,,,2,2,1,,2,,2,,,,2,2
11/21/2015,211.00,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,4,,3,1,,,,,1,,,,,,2,,,1,,,1,,,,1,,1,1,,1,1,2,2,,,6,4,,4,,,,8,,,,,,3,1,,,1,2,,3,1,,,1,2,,1,,2,,1,,,,,,,1,1,,,1,6,,,,,,1,,,,,,8,,3,1,,,1,3,,,,3,1,,,1,2,,6,,4,,4,
11/22/2015,212.00,,,,2,,,,,1,,,,,,,,,,,,,,,2,1,,,,,2,,,,,,1,2,,1,,,2,1,3,,1,,1,2,,1,,,1,3,1,,,,2,,1,,1,,,1,1,,,2,2,,2,,2,,6,,,,,3,1,1,1,,1,2,3,1,1,1,,1,2,,,,1,1,1,,1,,,2,1,1,,1,,,3,,2,,,2,2,,1,,1,4,6,3,1,1,1,,1,3,,,3,1,1,1,,1,3,,2,2,2,,3,
11/23/2015,213.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,2,2,,,,1,,3,1,,,2,1,1,1,,,1,1,,,,,,1,1,,,,,,,4,,2,2,,4,,4,2,5,,,,,3,2,1,,,1,2,3,2,1,,,1,3,,,,1,,4,1,,,2,2,1,1,,,,,4,,,,,,4,1,,,2,5,5,3,2,1,,,1,6,,4,3,2,1,,,1,5,,2,2,2,,5,2
11/24/2015,214.00,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,1,1,3,1,,,,1,,,,,,1,3,2,,,,,2,1,,,,1,2,,,,,,,2,,2,2,,4,,4,1,6,,,,,2,5,2,,,,3,2,5,2,,,,4,,,,1,1,1,,,,,3,1,2,,,,,5,,,,,1,2,,,,,7,6,2,5,2,,,,5,,2,2,5,2,,,,4,,2,4,2,,6,1
11/25/2015,215.00,,,,4,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,1,,,,1,2,,1,,,,2,,,1,,1,1,1,,1,1,1,2,,1,,1,3,3,,,4,2,,6,,6,7,9,,,,,2,3,,1,1,1,1,2,4,,1,1,1,1,,,,,1,2,,1,,,2,1,3,,1,,1,5,,,,,1,2,,1,,,2,9,2,4,,1,1,1,1,,,2,3,,1,1,1,2,,6,2,2,,6,7
11/26/2015,216.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,1,1,,,,,,,1,,1,1,1,,1,,,,1,1,2,,1,,1,1,,,,1,,,,,6,4,,4,,,,8,,,,,2,2,3,,,1,2,2,1,3,,,1,2,,,,2,,,1,,,1,2,1,1,2,,,1,6,,,2,,,,1,,1,1,2,8,2,1,3,,,1,3,,,2,2,3,,,1,3,,6,2,4,,4,
11/27/2015,217.00,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,1,,2,1,,,,1,,2,,,2,,,1,,,2,1,2,,,,1,,2,,,,,,,,2,,,2,,2,,2,,,,,1,,4,1,,,,1,,4,1,,,,,,,,,,,2,,,,,,2,,,,2,,,,,,1,,2,,,3,2,1,,4,1,,,,,,1,,4,1,,,,,2,2,,,2,
11/28/2015,218.00,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,2,1,,,1,2,,1,,1,,,1,,,,,3,,,,2,,1,1,,,,,,,4,,,4,,4,4,6,,,2,,3,,3,2,,,2,3,,3,2,,,2,,,,,,1,1,,1,,2,2,,1,1,,,6,,,,,,1,2,,1,,2,6,3,,3,2,,,3,,,3,,3,2,,,3,,4,2,,,4,4
11/29/2015,219.00,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,1,,,1,,,1,,,2,1,2,3,,,2,1,,2,,,1,1,2,1,,,,,4,,6,4,,6,,6,4,8,,,,,3,2,,4,,,4,3,2,,4,,,6,,,,2,1,,,1,,,4,1,1,,1,,,10,,,,,2,,,1,,,8,8,3,2,,4,,,8,,4,3,2,,4,,,6,,6,6,4,,9,4
11/30/2015,220.00,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,1,3,,,1,1,,1,1,,4,2,,1,2,,1,,,1,,,1,,,2,1,,1,1,,,,2,,2,4,,6,,6,2,6,,,,,3,1,,2,1,,2,3,1,,2,1,,2,,,,1,1,1,,3,2,,2,2,,,1,1,,3,,2,,,1,1,,4,2,,7,6,3,1,,2,1,,3,,2,3,1,,2,1,,3,,2,4,4,,7,2
,221.00,,2,,16,,,,,2,,,10,6,8,2,2,4,4,2,14,,2,2,6,3,6,2,2,2,2,6,4,2,2,6,38,16,23,9,6,4,6,20,12,13,5,9,6,23,12,10,7,4,5,21,21,11,9,4,5,15,12,11,5,3,2,18,18,32,4,94,76,4,131,4,91,54,150,,,,,29,22,17,8,7,7,45,29,22,17,8,7,7,53,,,,32,16,18,12,4,6,5,36,11,14,11,7,3,2,107,2,2,6,4,26,26,18,5,9,6,85,150,29,22,17,8,7,7,73,,32,29,22,17,8,7,7,71,4,94,48,78,4,153,54
12/1/2015,222.00,,,,,,,,,,,,,3,,,,,,,2,,,,4,,,,2,,,,,,,,,2,,,,,1,1,,,,,,2,,,,,1,,,,2,,,2,,,,,,2,2,,2,2,,2,2,2,4,2,4,,,,,2,,,,,1,2,2,,,,,1,2,,,,,2,,,,,,,1,,,2,,,2,,,,,2,,,,,,4,4,2,,,,,1,2,,,2,,,,,1,3,2,2,,,2,4,2
12/2/2015,223.00,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,1,1,,,,,1,,,1,2,,,,,1,2,,,1,,,,,,,,,,,,,2,,2,2,,4,,4,4,4,,,,,2,,,1,2,,2,2,,,1,2,,2,,,,1,1,,,1,2,,2,2,,,,,,3,,,,,1,,,1,2,,5,4,2,,,1,2,,3,,2,2,,,1,2,,3,,2,4,2,,5,4
12/3/2015,224.00,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,2,,,,,3,,1,,,,,1,1,,,,,1,,,,,,,2,,,,,2,,2,,,,,,4,,6,8,,8,,6,4,8,,,,,1,,,,,,4,1,,,,,,4,,,,3,1,,,,,,4,1,,,,,,7,,,2,,1,1,,,,,10,8,1,,,,,,6,,4,1,,,,,,6,,6,6,8,,10,4
12/4/2015,225.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,1,1,,,,1,1,1,1,1,,1,1,,,,,,,,,,,,,2,2,,2,,,,2,,,,,1,,1,1,1,,,1,,1,1,1,1,,,,,1,,,,1,1,,,,,,,,,1,,,,,,,,1,1,,,2,1,,1,1,1,1,,,,1,,1,1,1,,,,2,,2,,2,
12/5/2015,226.00,,,,,,,,,,,,4,,,,,2,,,,,,,,,,,,,,,,1,,,2,,,,,,,1,,,1,,1,1,,2,,,,4,,1,1,,,,,1,,,,,,,,2,,,8,,8,4,4,,,,,1,,1,,,1,,1,,1,,,,,,,,,,,,,,1,,,,,,,,4,,,,,3,,,1,,1,4,4,1,,1,,,,,,,1,,1,,,1,,,2,,,,9,4
12/6/2015,227.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,1,,,,1,,,2,,,,,,1,,,,1,,,,,1,,1,1,,,,,,2,,2,2,,2,,2,2,6,,,,,1,1,2,,,,4,1,1,2,,,,6,,,,1,,,2,,,,4,,1,2,,,,7,,,2,,,,2,,,,5,6,1,1,2,,,,8,,2,1,1,2,,,,6,,2,4,2,,3,2
12/7/2015,228.00,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,1,1,,,,,1,1,,,,,,,,,1,,,,2,,2,2,,2,,2,1,1,,,,,1,1,,,,,1,1,1,,,,,1,,,,1,,1,,1,,,1,,,,,1,,2,,,,,,2,,1,,,3,1,1,1,,,,,2,,2,1,1,,,,,1,,2,2,2,,3,1
12/8/2015,229.00,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,1,,1,,1,,2,,,,1,,1,,,,,,1,,1,,1,,1,,,,,,,,,,2,,,4,,4,3,7,,,,,2,,2,,1,,3,2,,2,,1,,3,,,,,2,,,,1,,3,1,,,,,,5,,,,,2,,,,1,,4,7,2,,2,,1,,4,,,2,,2,,1,,5,,2,2,,,4,3
12/9/2015,230.00,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,1,1,,,,1,,,,,,1,1,,,,,,,,,,,2,,1,1,,,,3,3,,,2,,,2,,2,,4,,,,,1,1,,,,,2,1,1,,,,,4,,,,,,,,,,,,,1,1,,,,4,,,,,,,,,,1,1,4,1,1,,,,,4,,,1,1,,,,,3,,2,,,,4,
12/10/2015,231.00,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,1,1,,1,,,,,,,,,2,,,1,,,1,3,,,,,,,,,,,2,2,4,,6,4,,7,,7,4,5,,,,,2,,,1,,,4,2,,,1,,,4,,,,2,,,,,,,3,,,,,,,6,,,,,,2,,,,,7,5,2,,,1,,,5,,4,2,,,1,,,6,,6,5,4,,10,4
12/11/2015,232.00,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,2,1,,,1,,,,1,,,,,1,1,,,,,,,,1,,,,,,4,2,,2,,,,5,,,,,,,1,,1,,1,,,1,,1,,3,,,,1,,,,,1,,1,,,,,1,,4,,,,,,1,,,1,,1,5,,,1,,1,,4,,,,,1,,1,,3,,4,1,2,,2,
12/12/2015,233.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,1,,,1,,,1,,,,,,,,,,,,2,,,1,,,2,,,,,,,,,,2,2,,2,,,,4,,,,,2,,,,,,,2,,,,,,2,,,,,,,,,,,,2,,,,,,2,2,,,2,1,,,,,,,4,2,,,,,,3,,,2,,,,,,2,,2,,2,,2,
12/13/2015,234.00,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,1,4,1,,1,,,,,,1,,,,3,1,,,,,,,,,,,2,1,1,,,,2,2,2,,8,8,,8,,4,2,8,,,,,1,2,2,,,,2,1,2,2,,,,2,,,,4,,2,1,,,,2,,1,1,,,,6,,,,2,,2,1,,,,3,8,1,2,2,,,,3,,2,1,2,2,,,,3,,8,2,8,,9,2
12/14/2015,235.00,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,3,1,,,,,1,2,,,1,,,,1,,,,,1,,,,,,,1,,1,,,,,4,,,4,,4,4,6,,,,,,2,,,,1,2,,2,,,,1,2,,,,,,1,1,,,1,2,,2,,,,1,6,,,,,,1,2,,,1,2,6,,2,,,,1,3,,,,2,,,,1,3,,4,2,,,4,4
12/15/2015,236.00,,,,,,,,,,,,2,,,,,,,,2,,2,,,,,,,,,,,,,,2,1,1,,,,,,,1,,,1,2,1,,,,1,,2,,,,,1,,1,,,,,,,,,,,4,,2,2,4,,,,,1,1,1,,,1,,1,1,1,,,1,,,,,,,1,1,,,1,,,,1,,,,2,,,,,,2,1,,,1,2,4,1,1,1,,,1,,,,1,1,1,,,1,,,,,,,6,2
12/16/2015,237.00,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,3,,,,,,1,,,,,2,,,,,,1,,,,,,1,,,,,,2,2,4,,4,4,,8,,8,6,8,,,,,1,,,,,,4,1,,,,,,4,,,,2,,3,,,,,4,,,,,,,6,,,,,,3,,,,,6,8,1,,,,,,6,,4,1,,,,,,6,,4,4,4,,10,6
12/17/2015,238.00,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,1,1,,,4,2,,6,,4,2,6,,,,,,,,,,1,,,,,,,1,,,,,1,1,,,,,,,,,,,,,3,,,,,1,,,,,,2,6,,,,,,1,,,,,,,,,1,,,4,2,2,,6,2
12/18/2015,239.00,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,1,1,,,,1,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,1,,,2,,4,4,,4,,2,2,3,,,,,,,,,,1,2,,,,,,1,2,,,,2,1,,,,,1,2,,,,,,1,4,,,,,1,,,,,1,3,3,,,,,,1,3,,2,,,,,,1,3,,4,2,4,,5,2
12/19/2015,240.00,,,,4,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,1,,1,,1,,,1,,,,,2,1,,,4,4,,,2,2,,3,,3,,3,,,,,1,,1,1,1,,1,1,,1,1,1,,1,,,,,,,1,,,,,,,1,1,,,1,,,,,,,2,,,,,3,1,,1,1,1,,1,,,1,,1,1,1,,1,,2,,2,,3,
12/20/2015,241.00,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,,,,,1,,,1,,1,1,,,,1,,,,,,,,1,,,,,,,6,4,,6,,2,2,6,,,,,1,,1,2,,,,1,,1,2,,,,,,,2,,1,,1,,,,,,,1,,,4,,,,,,2,,1,,,,6,1,,1,2,,,,,,1,,1,2,,,,,6,,4,,6,2
12/21/2015,242.00,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,5,,,,,,1,,,,,,1,,,,,,,,,2,6,,2,,,,8,,,,,,4,,,,,,,4,,,,,2,,,,1,,3,,,,,,,,,,,,3,,,,,,3,,,,,,8,,4,,,,,2,,,,4,,,,,2,,2,,8,,2,
12/22/2015,243.00,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,2,,,,,,1,,2,,,,,1,1,,,1,,,1,,,,,1,1,,,1,,,1,,,,,,,,,2,2,,2,,,,2,,,,,1,2,,,,,,1,2,,,,,,,,,1,1,1,,,,,,1,2,,,,,1,,2,,,2,1,,,1,,,2,1,2,,,,,,,,1,2,,,,,,,2,,2,,2,
12/23/2015,244.00,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,1,,,,,1,2,,,,,1,1,,,,,,,,,,,2,,,,,1,1,,,,,,4,,4,,6,,,,,,1,1,,,,4,,1,1,,,,2,,,,,,1,2,,,,2,,1,,,,,2,,,,,,1,2,,,,6,6,,1,1,,,,3,,,,1,1,,,,5,,,4,,,5,
12/24/2015,245.00,,,,,,,,,,,,2,,,,,,,,4,,,,,,2,,,,,,,,,,,1,1,,,,,2,1,,,,,,,,,,,,1,,2,,,,1,,,,,,,2,2,,,2,2,2,2,,2,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,2,,,,,,,,1,1,,,,,2,2,,1,,,,,,,2,,1,,,,,,2,,,,2,2,
12/25/2015,246.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,3,,,,,,,1,,2,,,,1,1,1,,,1,2,,1,,,1,1,1,,,,,,,2,,6,6,,6,,2,2,6,,,,,,,3,,,1,2,,,3,,,1,2,,,,3,,,2,,,,2,,,2,,,,5,,,2,,2,,2,,,,3,6,,,3,,,1,3,,2,,,3,,,1,3,,6,2,6,,7,2
12/26/2015,247.00,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,1,2,,,,1,1,1,,1,,,,1,,,,,,,,1,,1,,,,,,,,2,,6,4,,6,,4,4,5,,,,,1,,1,,,,2,1,,1,,,,1,,,,2,1,1,1,,,,2,1,,1,,,,5,,,,,1,1,1,,1,,3,5,1,,1,,,,2,,2,1,,1,,,,2,,6,2,4,,7,4
12/27/2015,248.00,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,1,,,,,1,1,1,,,,,,1,2,,,1,,,,,,,,,,,,4,4,,4,,,,5,,,,,1,2,,,,,,1,2,,,,,1,,,,2,,,,,,1,,,2,,,,,3,,,,,,,,,1,1,,5,1,2,,,,,1,,,1,2,,,,,1,,4,,4,,4,
12/28/2015,249.00,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,1,,,1,1,1,,,,,,,,,,2,,1,,,,,1,,1,,,,,,,2,,,4,,4,2,6,,,,,,1,,1,,,2,,1,,1,,,2,,,,,,1,,,,,2,,1,,1,,,4,,,,,2,1,1,,,,4,6,,1,,1,,,3,,,,1,,1,,,3,,2,2,,,4,2
12/29/2015,250.00,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,1,1,,,,,2,1,,,1,,,,,,,,1,1,,,,,1,1,2,,1,,1,1,2,,,2,,3,,1,,2,,,,,1,1,,,1,,1,1,1,,,1,,1,,,,,2,1,,,1,,,1,1,2,,1,,1,,,,,3,1,,,1,,1,2,1,1,,,1,,2,,2,1,1,,,1,,1,,,,2,,3,
