date,Campsite,1,2,3,4,5,6,2P
5/20/2015,camping0,1,1,2,,,,
5/20/2015,camping2,,,2,,,,
5/20/2015,camping3,2,,1,,,,
5/20/2015,camping4,4,2,,,,,
5/20/2015,camping5,4,1,1,,,,
5/20/2015,camping6,3,,,,,,
5/20/2015,camping7,1,,,,,,2
5/20/2015,camping8,1,1,,,,,1
5/20/2015,entrance0,9,3,2,,1,1,
5/20/2015,entrance1,2,4,4,,,2,
5/20/2015,entrance2,3,3,3,1,,,
5/20/2015,entrance3,7,4,4,1,,1,
5/20/2015,entrance4,10,4,1,,1,,
5/20/2015,gate2,,,,,,,2
5/20/2015,gate3,,,,,,,2
5/20/2015,gate4,,,,,,,4
5/20/2015,gate5,,,,,,,2
5/20/2015,gate6,,,,,,,2
5/20/2015,gate7,,,,,,,2
5/20/2015,gate8,,,,,,,4
5/20/2015,general-gate1,14,5,4,1,1,,2
5/20/2015,general-gate2,14,5,4,1,1,,4
5/20/2015,general-gate3,,,,,,,1
5/20/2015,general-gate4,10,4,1,,,1,2
5/20/2015,general-gate5,10,3,1,,1,,5
5/20/2015,general-gate6,1,,,,,,2
5/20/2015,general-gate7,13,6,5,,,2,3
5/20/2015,ranger-base,,,,,,,4
5/20/2015,ranger-stop0,14,5,4,1,1,,5
5/20/2015,ranger-stop1,,,,,,,2
5/20/2015,ranger-stop2,14,5,4,1,1,,3
5/20/2015,ranger-stop3,,,,,,,2
5/20/2015,ranger-stop4,,,,,,,2
5/20/2015,ranger-stop5,,,,,,,4
5/20/2015,ranger-stop6,,,,,,,3
5/20/2015,ranger-stop7,,,,,,,2
5/21/2015,camping0,2,,,,,,2
5/21/2015,camping3,,1,,,,,
5/21/2015,camping4,,3,,,,,
5/21/2015,camping5,4,1,1,,,,
5/21/2015,camping6,3,,,,,,
5/21/2015,camping8,,2,2,,,,2
5/21/2015,entrance0,10,3,2,1,,,
5/21/2015,entrance1,3,5,1,1,,1,
5/21/2015,entrance2,14,3,3,3,,,
5/21/2015,entrance3,7,5,3,5,1,,
5/21/2015,entrance4,7,5,1,,1,1,
5/21/2015,gate0,,,,,,,2
5/21/2015,gate1,,,,,,,2
5/21/2015,gate2,,,,,,,2
5/21/2015,gate3,,,,2,,,
5/21/2015,gate4,,,,,,,2
5/21/2015,gate5,,,,2,,,5
5/21/2015,gate6,,,,2,,,5
5/21/2015,gate8,,,,,,,8
5/21/2015,general-gate1,16,6,4,3,1,1,3
5/21/2015,general-gate2,16,6,4,3,1,1,3
5/21/2015,general-gate3,,1,1,,,,1
5/21/2015,general-gate4,8,4,1,,,1,3
5/21/2015,general-gate5,6,5,1,2,1,1,2
5/21/2015,general-gate7,9,5,2,1,,1,7
5/21/2015,ranger-base,,,,,,,8
5/21/2015,ranger-stop0,16,6,4,3,1,1,4
5/21/2015,ranger-stop1,,,,,,,2
5/21/2015,ranger-stop2,16,6,4,3,1,1,5
5/21/2015,ranger-stop3,,,,2,,,
5/21/2015,ranger-stop4,,,,,,,6
5/21/2015,ranger-stop5,,,,,,,2
5/21/2015,ranger-stop6,,,,2,,,6
5/22/2015,camping0,,1,,,,,
5/22/2015,camping2,2,1,,,,,
5/22/2015,camping3,2,1,,,,,2
5/22/2015,camping4,2,1,1,,,,
5/22/2015,camping5,6,1,,,,,
5/22/2015,camping6,3,,,,,,
5/22/2015,camping8,3,2,,,,,4
5/22/2015,entrance0,7,2,1,,1,,
5/22/2015,entrance1,9,1,3,,,,
5/22/2015,entrance2,5,4,3,1,1,,
5/22/2015,entrance3,7,4,,2,1,,
5/22/2015,entrance4,4,6,1,1,1,,
5/22/2015,gate0,,,,,,,1
5/22/2015,gate1,,,,,,,1
5/22/2015,gate2,,,,,,,2
5/22/2015,gate3,,,,,,,2
5/22/2015,gate4,,,,,,,2
5/22/2015,gate5,,,,,,,5
5/22/2015,gate6,,,,,,,5
5/22/2015,gate7,,,,,,,2
5/22/2015,gate8,,,,,,,6
5/22/2015,general-gate1,11,8,2,2,2,,1
5/22/2015,general-gate2,11,8,2,2,2,,3
5/22/2015,general-gate4,9,5,2,,,,
5/22/2015,general-gate5,3,5,,1,1,,5
5/22/2015,general-gate7,15,6,2,,,,3
5/22/2015,ranger-base,,,,,,,6
5/22/2015,ranger-stop0,11,8,2,2,2,,3
5/22/2015,ranger-stop1,,,,,,,2
5/22/2015,ranger-stop2,11,8,2,2,2,,3
5/22/2015,ranger-stop3,,,,,,,2
5/22/2015,ranger-stop5,,,,,,,2
5/22/2015,ranger-stop6,,,,,,,5
5/22/2015,ranger-stop7,,,,,,,2
5/23/2015,camping0,,2,,,,,
5/23/2015,camping2,5,2,1,,,,
5/23/2015,camping3,4,4,,,,,
5/23/2015,camping4,,,4,,,,
5/23/2015,camping5,2,2,1,,,,
5/23/2015,camping6,1,,,,,,2
5/23/2015,camping7,,1,,,,,
5/23/2015,camping8,2,2,2,,,,
5/23/2015,entrance0,6,8,3,1,,1,
5/23/2015,entrance1,4,6,3,2,1,,
5/23/2015,entrance2,4,5,2,1,,,
5/23/2015,entrance3,7,5,1,2,1,1,
5/23/2015,entrance4,7,4,3,,,,
5/23/2015,gate2,,,,,,,2
5/23/2015,gate3,,,,,,,2
5/23/2015,gate4,,,,,,,2
5/23/2015,gate5,,,,,,,4
5/23/2015,gate6,,,,,,,4
5/23/2015,gate7,,,,,,,4
5/23/2015,gate8,,,,,,,6
5/23/2015,general-gate1,10,7,5,1,,,2
5/23/2015,general-gate2,10,7,5,1,,,2
5/23/2015,general-gate3,,1,,,,,
5/23/2015,general-gate4,9,7,6,,,,2
5/23/2015,general-gate5,5,4,3,,,,4
5/23/2015,general-gate6,,1,,,,,
5/23/2015,general-gate7,13,11,7,2,1,,2
5/23/2015,ranger-base,,,,,,,6
5/23/2015,ranger-stop0,10,7,5,1,,,2
5/23/2015,ranger-stop1,,,,,,,2
5/23/2015,ranger-stop2,10,7,5,1,,,4
5/23/2015,ranger-stop3,,,,,,,2
5/23/2015,ranger-stop5,,,,,,,2
5/23/2015,ranger-stop6,,,,,,,7
5/23/2015,ranger-stop7,,,,,,,4
5/24/2015,camping0,,2,,,,,
5/24/2015,camping1,,,2,,,,
5/24/2015,camping2,1,,1,,,,
5/24/2015,camping3,5,2,,,,,
5/24/2015,camping4,1,4,1,,,,
5/24/2015,camping5,1,,1,,,,
5/24/2015,camping6,4,1,,,,,
5/24/2015,camping7,6,,1,,,,
5/24/2015,camping8,2,2,,,,,1
5/24/2015,entrance0,4,3,4,2,1,,
5/24/2015,entrance1,10,4,1,2,,,
5/24/2015,entrance2,8,3,3,2,1,,
5/24/2015,entrance3,6,3,2,2,1,,
5/24/2015,entrance4,6,3,4,2,1,,
5/24/2015,gate3,,,,,,,2
5/24/2015,gate4,,,,,,,2
5/24/2015,gate5,,,,,,,2
5/24/2015,gate8,,,,,,,6
5/24/2015,general-gate0,,,2,,,,
5/24/2015,general-gate1,14,8,8,2,2,,4
5/24/2015,general-gate2,14,8,8,2,2,,4
5/24/2015,general-gate3,1,,,,,,1
5/24/2015,general-gate4,10,4,2,1,,,4
5/24/2015,general-gate5,11,3,4,1,1,,5
5/24/2015,general-gate6,6,,1,,,,
5/24/2015,general-gate7,12,6,3,2,,,4
5/24/2015,ranger-base,,,,,,,6
5/24/2015,ranger-stop0,14,8,8,2,2,,6
5/24/2015,ranger-stop2,14,8,8,2,2,,6
5/24/2015,ranger-stop3,,,,,,,2
5/24/2015,ranger-stop4,,,,,,,4
5/24/2015,ranger-stop5,,,,,,,2
5/24/2015,ranger-stop6,,,,,,,2
5/25/2015,camping0,1,1,,,,,
5/25/2015,camping2,1,,1,,,,2
5/25/2015,camping3,3,,,,,,
5/25/2015,camping4,,1,1,,,,
5/25/2015,camping5,3,4,,,,,
5/25/2015,camping6,,1,,,,,
5/25/2015,camping7,2,,,,,,
5/25/2015,camping8,2,1,,,,,4
5/25/2015,entrance0,5,5,4,3,1,,
5/25/2015,entrance1,7,4,2,3,1,,
5/25/2015,entrance2,6,5,4,3,1,,
5/25/2015,entrance3,10,4,,3,,,
5/25/2015,entrance4,4,4,2,2,1,,
5/25/2015,gate0,,,,,,,1
5/25/2015,gate1,,,,,,,1
5/25/2015,gate2,,,,,,,4
5/25/2015,gate3,,,,,,,8
5/25/2015,gate4,,,,,,,4
5/25/2015,gate5,,,,,,,7
5/25/2015,gate6,,,,,,,7
5/25/2015,gate7,,,,,,,6
5/25/2015,gate8,,,,,,,8
5/25/2015,general-gate1,12,7,6,3,,,5
5/25/2015,general-gate2,12,7,6,3,,,5
5/25/2015,general-gate3,,,,,,,2
5/25/2015,general-gate4,8,6,4,2,1,,4
5/25/2015,general-gate5,5,2,2,1,,,11
5/25/2015,general-gate6,2,,,,,,
5/25/2015,general-gate7,13,9,4,3,1,,7
5/25/2015,ranger-base,,,,,,,8
5/25/2015,ranger-stop0,12,7,6,3,,,8
5/25/2015,ranger-stop1,,,,,,,4
5/25/2015,ranger-stop2,12,7,6,3,,,7
5/25/2015,ranger-stop3,,,,,,,8
5/25/2015,ranger-stop4,,,,,,,4
5/25/2015,ranger-stop5,,,,,,,4
5/25/2015,ranger-stop6,,,,,,,9
5/25/2015,ranger-stop7,,,,,,,6
5/26/2015,camping0,,,1,,,,
5/26/2015,camping1,,2,,,,,
5/26/2015,camping2,2,1,,,,,
5/26/2015,camping3,5,,1,,,,
5/26/2015,camping4,2,1,,,,,
5/26/2015,camping5,2,1,,,,,4
5/26/2015,camping6,3,1,,,,,2
5/26/2015,camping7,3,,,,,,
5/26/2015,camping8,1,1,,,,,
5/26/2015,entrance0,8,3,3,2,1,,
5/26/2015,entrance1,5,4,3,1,,,
5/26/2015,entrance2,8,2,1,1,1,,
5/26/2015,entrance3,6,5,2,1,,,
5/26/2015,entrance4,7,1,3,1,,,
5/26/2015,gate0,,,,,,,1
5/26/2015,gate1,,,,,,,1
5/26/2015,gate2,,,,,,,4
5/26/2015,gate4,,,,,,,2
5/26/2015,gate5,,,,,,,5
5/26/2015,gate6,,,,,,,7
5/26/2015,gate7,,,,,,,2
5/26/2015,gate8,,,,,,,6
5/26/2015,general-gate0,,2,,,,,
5/26/2015,general-gate1,10,7,2,,1,,1
5/26/2015,general-gate2,10,7,2,,1,,1
5/26/2015,general-gate3,1,,,,,,
5/26/2015,general-gate4,9,2,1,1,,,
5/26/2015,general-gate5,5,2,2,,,,1
5/26/2015,general-gate6,3,,,,,,
5/26/2015,general-gate7,13,3,1,1,,,5
5/26/2015,ranger-base,,,,,,,6
5/26/2015,ranger-stop0,10,7,2,,1,,1
5/26/2015,ranger-stop1,,,,,,,4
5/26/2015,ranger-stop2,10,7,2,,1,,2
5/26/2015,ranger-stop5,,,,,,,2
5/26/2015,ranger-stop6,,,,,,,7
5/26/2015,ranger-stop7,,,,,,,2
5/27/2015,camping0,,,1,,,,
5/27/2015,camping2,,,1,,,,6
5/27/2015,camping3,3,,,,,,
5/27/2015,camping4,1,,1,,,,2
5/27/2015,camping5,1,2,,,,,
5/27/2015,camping6,2,1,2,,,,
5/27/2015,camping7,3,,,,,,
5/27/2015,camping8,3,2,,,,,1
5/27/2015,entrance0,4,5,3,1,,,
5/27/2015,entrance1,5,1,3,,,,
5/27/2015,entrance2,6,6,5,,,,
5/27/2015,entrance3,5,,4,,,,
5/27/2015,entrance4,12,3,4,1,,,
5/27/2015,gate3,,,,,,,2
5/27/2015,gate4,,,,,,,4
5/27/2015,gate5,,,,,,,7
5/27/2015,gate6,,,,,,,5
5/27/2015,gate7,,,,,,,2
5/27/2015,gate8,,,,,,,6
5/27/2015,general-gate1,12,8,3,1,,,1
5/27/2015,general-gate2,12,8,3,1,,,1
5/27/2015,general-gate3,,,,,,,1
5/27/2015,general-gate4,9,3,3,,,,1
5/27/2015,general-gate5,10,2,2,1,,,2
5/27/2015,general-gate6,3,,,,,,
5/27/2015,general-gate7,10,3,4,,,,4
5/27/2015,ranger-base,,,,,,,6
5/27/2015,ranger-stop0,12,8,3,1,,,2
5/27/2015,ranger-stop2,12,8,3,1,,,1
5/27/2015,ranger-stop3,,,,,,,2
5/27/2015,ranger-stop5,,,,,,,4
5/27/2015,ranger-stop6,,,,,,,7
5/27/2015,ranger-stop7,,,,,,,2
5/28/2015,camping0,,,1,,,,
5/28/2015,camping2,3,,,,,,
5/28/2015,camping3,,1,,,,,2
5/28/2015,camping4,,,2,,,,
5/28/2015,camping5,2,1,,,,,
5/28/2015,camping6,7,,,,,,
5/28/2015,camping7,,2,1,,,,
5/28/2015,camping8,5,1,,,,,1
5/28/2015,entrance0,6,3,4,3,,1,
5/28/2015,entrance1,5,3,1,2,,1,
5/28/2015,entrance2,13,3,1,2,,,
5/28/2015,entrance3,9,4,4,2,2,,
5/28/2015,entrance4,3,5,4,1,2,2,
5/28/2015,gate0,,,,,,,1
5/28/2015,gate1,,,,,,,1
5/28/2015,gate3,,,,,,,4
5/28/2015,gate4,,,,,,,6
5/28/2015,gate5,,,,,,,9
5/28/2015,gate6,,,,,,,7
5/28/2015,gate8,,,,,,,8
5/28/2015,general-gate1,14,5,4,3,2,2,3
5/28/2015,general-gate2,14,5,4,3,2,2,3
5/28/2015,general-gate3,2,,,,,,1
5/28/2015,general-gate4,5,3,3,2,,1,2
5/28/2015,general-gate5,6,5,3,1,2,2,4
5/28/2015,general-gate6,,2,1,,,,
5/28/2015,general-gate7,7,5,4,2,,1,9
5/28/2015,ranger-base,,,,,,,8
5/28/2015,ranger-stop0,14,5,4,3,2,2,4
5/28/2015,ranger-stop2,14,5,4,3,2,2,4
5/28/2015,ranger-stop3,,,,,,,4
5/28/2015,ranger-stop4,,,,,,,8
5/28/2015,ranger-stop5,,,,,,,6
5/28/2015,ranger-stop6,,,,,,,10
5/29/2015,camping0,1,1,,,,,2
5/29/2015,camping2,2,1,1,,,,
5/29/2015,camping3,,2,,,,,
5/29/2015,camping4,,1,,,,,
5/29/2015,camping5,2,,,,,,
5/29/2015,camping6,3,1,3,,,,
5/29/2015,camping7,,1,,,,,
5/29/2015,camping8,3,1,2,,,,1
5/29/2015,entrance0,2,2,4,1,,,
5/29/2015,entrance1,2,7,4,3,,,
5/29/2015,entrance2,3,8,2,2,,,
5/29/2015,entrance3,9,3,4,1,2,,
5/29/2015,entrance4,5,5,2,3,1,,
5/29/2015,gate0,,,,,,,2
5/29/2015,gate1,,,,,,,2
5/29/2015,gate3,,,,,,,4
5/29/2015,gate4,,,,,,,2
5/29/2015,gate5,,,,,,,8
5/29/2015,gate6,,,,,,,6
5/29/2015,gate7,,,,,,,2
5/29/2015,gate8,,,,,,,8
5/29/2015,general-gate1,10,10,7,5,1,,
5/29/2015,general-gate2,10,10,7,5,1,,
5/29/2015,general-gate3,,,,,,,1
5/29/2015,general-gate4,4,7,5,3,,,
5/29/2015,general-gate5,7,5,5,3,1,,3
5/29/2015,general-gate6,,1,,,,,
5/29/2015,general-gate7,7,8,5,3,,,2
5/29/2015,ranger-base,,,,,,,8
5/29/2015,ranger-stop0,10,10,7,5,1,,
5/29/2015,ranger-stop2,10,10,7,5,1,,
5/29/2015,ranger-stop3,,,,,,,4
5/29/2015,ranger-stop4,,,,,,,2
5/29/2015,ranger-stop5,,,,,,,2
5/29/2015,ranger-stop6,,,,,,,8
5/29/2015,ranger-stop7,,,,,,,2
5/30/2015,camping0,1,1,,,,,
5/30/2015,camping2,4,1,2,,,,2
5/30/2015,camping3,,2,1,,,,
5/30/2015,camping4,3,2,3,,,,
5/30/2015,camping5,3,,2,,,,
5/30/2015,camping6,,,2,,,,
5/30/2015,camping7,,2,,,,,
5/30/2015,camping8,3,,,,,,2
5/30/2015,entrance0,3,5,3,1,3,,
5/30/2015,entrance1,2,6,4,3,2,,
5/30/2015,entrance2,7,3,2,1,,,
5/30/2015,entrance3,7,4,4,,,,
5/30/2015,entrance4,3,4,3,1,,,
5/30/2015,gate0,,,,,,,1
5/30/2015,gate1,,,,,,,1
5/30/2015,gate3,,,,,,,4
5/30/2015,gate4,,,,,,,4
5/30/2015,gate5,,,,,,,5
5/30/2015,gate6,,,,,,,1
5/30/2015,gate8,,,,,,,6
5/30/2015,general-gate1,11,5,5,2,,,1
5/30/2015,general-gate2,11,5,5,2,,,1
5/30/2015,general-gate3,,,,,,,2
5/30/2015,general-gate4,7,6,7,3,2,,
5/30/2015,general-gate5,3,3,4,1,,,3
5/30/2015,general-gate6,,2,,,,,
5/30/2015,general-gate7,12,8,11,3,2,,1
5/30/2015,ranger-base,,,,,,,6
5/30/2015,ranger-stop0,11,5,5,2,,,1
5/30/2015,ranger-stop2,11,5,5,2,,,2
5/30/2015,ranger-stop3,,,,,,,4
5/30/2015,ranger-stop5,,,,,,,4
5/30/2015,ranger-stop6,,,,,,,5
5/31/2015,camping0,1,,1,,,,
5/31/2015,camping2,4,1,,,,,
5/31/2015,camping3,,,,,,,2
5/31/2015,camping4,,1,1,,,,
5/31/2015,camping5,1,,2,,,,
5/31/2015,camping6,2,1,1,,,,
5/31/2015,camping7,1,4,,,,,
5/31/2015,camping8,3,2,2,,,,1
5/31/2015,entrance0,6,4,2,,4,2,
5/31/2015,entrance1,8,2,,,3,1,
5/31/2015,entrance2,4,7,1,1,2,1,
5/31/2015,entrance3,7,5,5,1,3,,
5/31/2015,entrance4,5,5,1,,,,
5/31/2015,gate0,,,,,,,1
5/31/2015,gate1,,,,,,,1
5/31/2015,gate2,,,,,,,2
5/31/2015,gate3,,,,,,,4
5/31/2015,gate4,,,,,,,2
5/31/2015,gate5,,,,,,,3
5/31/2015,gate6,,,,,,,3
5/31/2015,gate7,,,,,,,2
5/31/2015,gate8,,,,,,,6
5/31/2015,general-gate1,7,11,5,1,2,1,3
5/31/2015,general-gate2,7,11,5,1,2,1,3
5/31/2015,general-gate3,,,,,,,1
5/31/2015,general-gate4,8,4,1,,2,1,2
5/31/2015,general-gate5,2,7,2,,,,6
5/31/2015,general-gate6,1,4,,,,,
5/31/2015,general-gate7,13,4,4,,3,1,5
5/31/2015,ranger-base,,,,,,,6
5/31/2015,ranger-stop0,7,11,5,1,2,1,4
5/31/2015,ranger-stop1,,,,,,,2
5/31/2015,ranger-stop2,7,11,5,1,2,1,5
5/31/2015,ranger-stop3,,,,,,,4
5/31/2015,ranger-stop4,,,,,,,4
5/31/2015,ranger-stop5,,,,,,,2
5/31/2015,ranger-stop6,,,,,,,4
5/31/2015,ranger-stop7,,,,,,,2
6/1/2015,camping0,2,,,,,,
6/1/2015,camping2,3,3,,,,,
6/1/2015,camping3,3,6,5,,,,
6/1/2015,camping4,3,2,,,,,
6/1/2015,camping5,3,5,1,,,,
6/1/2015,camping6,3,4,5,,,,
6/1/2015,camping7,9,2,,,,,
6/1/2015,camping8,6,,1,,,,1
6/1/2015,entrance0,11,4,2,4,1,,
6/1/2015,entrance1,7,9,4,2,2,,
6/1/2015,entrance2,10,8,,1,,1,
6/1/2015,entrance3,13,10,5,1,,1,
6/1/2015,entrance4,9,8,7,2,3,2,
6/1/2015,gate2,,,,,,,2
6/1/2015,gate3,,,,,,,4
6/1/2015,gate4,,,,,,,2
6/1/2015,gate5,,,,,,,4
6/1/2015,gate6,,,,,,,4
6/1/2015,gate7,,,,,,,4
6/1/2015,gate8,,,,,,,4
6/1/2015,general-gate1,21,17,7,3,3,1,2
6/1/2015,general-gate2,21,17,7,3,3,1,2
6/1/2015,general-gate3,1,,,,,,1
6/1/2015,general-gate4,10,17,7,2,2,,2
6/1/2015,general-gate5,16,11,6,2,3,1,5
6/1/2015,general-gate6,9,2,,,,,
6/1/2015,general-gate7,18,25,10,2,2,,3
6/1/2015,ranger-base,,,,,,,4
6/1/2015,ranger-stop0,21,17,7,3,3,1,3
6/1/2015,ranger-stop1,,,,,,,2
6/1/2015,ranger-stop2,21,17,7,3,3,1,3
6/1/2015,ranger-stop3,,,,,,,4
6/1/2015,ranger-stop4,,,,,,,2
6/1/2015,ranger-stop5,,,,,,,2
6/1/2015,ranger-stop6,,,,,,,5
6/1/2015,ranger-stop7,,,,,,,4
6/2/2015,camping0,2,3,2,,,,
6/2/2015,camping1,2,,,,,,
6/2/2015,camping2,6,3,,,,,
6/2/2015,camping3,6,3,,,,,
6/2/2015,camping4,4,3,1,,,,
6/2/2015,camping5,4,5,4,,,,
6/2/2015,camping6,8,4,4,,,,
6/2/2015,camping7,4,,1,,,,
6/2/2015,camping8,3,4,5,,,,3
6/2/2015,entrance0,9,4,7,2,,,
6/2/2015,entrance1,9,7,6,2,1,,
6/2/2015,entrance2,12,10,5,2,2,,
6/2/2015,entrance3,11,5,7,3,,,
6/2/2015,entrance4,12,4,9,1,1,,
6/2/2015,gate3,,,,2,,,6
6/2/2015,gate4,,,,,,,8
6/2/2015,gate5,,,,2,,,6
6/2/2015,gate6,,,,2,,,
6/2/2015,gate8,,,,,,,8
6/2/2015,general-gate0,1,,,,,,
6/2/2015,general-gate1,19,13,17,3,1,,
6/2/2015,general-gate2,19,13,17,3,1,,
6/2/2015,general-gate3,,1,,,,,3
6/2/2015,general-gate4,14,13,10,1,1,,
6/2/2015,general-gate5,9,4,12,3,,,3
6/2/2015,general-gate6,4,,1,,,,
6/2/2015,general-gate7,20,17,12,2,1,,
6/2/2015,ranger-base,,,,,,,8
6/2/2015,ranger-stop0,19,13,17,3,1,,
6/2/2015,ranger-stop2,19,13,17,3,1,,
6/2/2015,ranger-stop3,,,,2,,,6
6/2/2015,ranger-stop5,,,,,,,8
6/2/2015,ranger-stop6,,,,2,,,6
6/3/2015,camping0,3,2,2,,,,
6/3/2015,camping1,,2,,,,,
6/3/2015,camping2,5,2,,,,,
6/3/2015,camping3,4,2,5,,,,
6/3/2015,camping4,8,4,1,,,,
6/3/2015,camping5,8,4,2,,,,
6/3/2015,camping6,3,2,3,,,,
6/3/2015,camping7,5,,,,,,
6/3/2015,camping8,10,3,2,,,,1
6/3/2015,entrance0,8,12,7,1,1,,
6/3/2015,entrance1,12,8,5,2,4,,
6/3/2015,entrance2,9,3,4,1,4,1,
6/3/2015,entrance3,19,8,10,2,1,,
6/3/2015,entrance4,14,6,6,2,2,1,
6/3/2015,gate3,,,,,,,2
6/3/2015,gate4,,,,,,,2
6/3/2015,gate8,,,,,,,4
6/3/2015,general-gate0,,2,,,,,
6/3/2015,general-gate1,27,10,12,1,4,,2
6/3/2015,general-gate2,27,10,12,1,4,,2
6/3/2015,general-gate3,2,,1,,,,1
6/3/2015,general-gate4,23,11,6,,3,,2
6/3/2015,general-gate5,18,5,8,1,1,,3
6/3/2015,general-gate6,5,,,,,,
6/3/2015,general-gate7,34,17,12,2,4,,2
6/3/2015,ranger-base,,,,,,,4
6/3/2015,ranger-stop0,27,10,12,1,4,,3
6/3/2015,ranger-stop2,27,10,12,1,4,,3
6/3/2015,ranger-stop3,,,,,,,2
6/3/2015,ranger-stop4,,,,,,,2
6/3/2015,ranger-stop5,,,,,,,2
6/4/2015,camping0,3,1,4,,,,
6/4/2015,camping1,2,,,,,,
6/4/2015,camping2,10,3,1,,,,
6/4/2015,camping3,4,4,3,,,,
6/4/2015,camping4,10,4,,,,,
6/4/2015,camping5,3,2,3,,,,
6/4/2015,camping6,7,,2,,,,
6/4/2015,camping7,8,6,6,,,,
6/4/2015,camping8,6,7,2,,,,1
6/4/2015,entrance0,11,7,6,1,1,,
6/4/2015,entrance1,14,13,2,4,2,3,
6/4/2015,entrance2,10,5,7,2,4,1,
6/4/2015,entrance3,22,4,12,1,2,3,
6/4/2015,entrance4,12,8,2,2,1,1,
6/4/2015,gate3,,,,,,,4
6/4/2015,gate4,,,,,,,2
6/4/2015,gate5,,,,,,,6
6/4/2015,gate6,,,,,,,4
6/4/2015,gate7,,,,,,,2
6/4/2015,gate8,,,,,,,6
6/4/2015,general-gate0,2,,,,,,
6/4/2015,general-gate1,31,16,15,2,3,2,
6/4/2015,general-gate2,31,16,15,2,3,2,
6/4/2015,general-gate3,,,,,,,1
6/4/2015,general-gate4,18,13,7,3,1,1,
6/4/2015,general-gate5,19,9,8,1,,1,3
6/4/2015,general-gate6,8,6,6,,,,
6/4/2015,general-gate7,26,16,11,4,2,3,2
6/4/2015,ranger-base,,,,,,,6
6/4/2015,ranger-stop0,31,16,15,2,3,2,
6/4/2015,ranger-stop2,31,16,15,2,3,2,
6/4/2015,ranger-stop3,,,,,,,4
6/4/2015,ranger-stop4,,,,,,,2
6/4/2015,ranger-stop5,,,,,,,2
6/4/2015,ranger-stop6,,,,,,,6
6/4/2015,ranger-stop7,,,,,,,2
6/5/2015,camping0,6,2,2,,,,
6/5/2015,camping1,2,,,,,,
6/5/2015,camping2,2,3,1,,,,
6/5/2015,camping3,5,4,3,,,,
6/5/2015,camping4,8,4,,,,,
6/5/2015,camping5,11,3,9,,,,
6/5/2015,camping6,9,9,1,,,,
6/5/2015,camping7,6,2,4,,,,
6/5/2015,camping8,5,6,3,,,,3
6/5/2015,entrance0,20,11,8,1,1,1,
6/5/2015,entrance1,8,7,7,2,,4,
6/5/2015,entrance2,15,8,10,1,,2,
6/5/2015,entrance3,19,12,7,1,1,1,
6/5/2015,entrance4,10,15,7,1,,,
6/5/2015,gate2,,,,,,,6
6/5/2015,gate3,,,,,,,6
6/5/2015,gate4,,,,,,,6
6/5/2015,gate5,,,,,,,6
6/5/2015,gate6,,,,,,,6
6/5/2015,gate7,,,,,,,6
6/5/2015,gate8,,,,,,,6
6/5/2015,general-gate0,1,,,,,,
6/5/2015,general-gate1,23,20,11,2,,2,6
6/5/2015,general-gate2,23,20,11,2,,2,6
6/5/2015,general-gate3,,,2,,,,3
6/5/2015,general-gate4,17,15,11,1,,3,6
6/5/2015,general-gate5,13,16,5,1,,,9
6/5/2015,general-gate6,6,2,4,,,,
6/5/2015,general-gate7,31,21,17,2,,4,9
6/5/2015,ranger-base,,,,,,,6
6/5/2015,ranger-stop0,23,20,11,2,,2,9
6/5/2015,ranger-stop1,,,,,,,6
6/5/2015,ranger-stop2,23,20,11,2,,2,9
6/5/2015,ranger-stop3,,,,,,,6
6/5/2015,ranger-stop4,,,,,,,6
6/5/2015,ranger-stop5,,,,,,,6
6/5/2015,ranger-stop6,,,,,,,9
6/5/2015,ranger-stop7,,,,,,,6
6/6/2015,camping0,3,2,1,,,,
6/6/2015,camping1,,1,2,,,,
6/6/2015,camping2,9,4,4,,,,
6/6/2015,camping3,10,7,2,,,,
6/6/2015,camping4,4,7,1,,,,
6/6/2015,camping5,8,7,2,,,,
6/6/2015,camping6,5,9,2,,,,
6/6/2015,camping7,8,2,3,,,,
6/6/2015,camping8,8,6,1,,,,3
6/6/2015,entrance0,11,5,3,2,,1,
6/6/2015,entrance1,13,7,4,1,1,1,
6/6/2015,entrance2,19,16,4,1,1,,
6/6/2015,entrance3,16,21,6,2,,,
6/6/2015,entrance4,19,15,7,2,,,
6/6/2015,gate3,,,,,,,6
6/6/2015,gate4,,,,,,,6
6/6/2015,gate5,,,,,,,6
6/6/2015,gate8,,,,,,,6
6/6/2015,general-gate0,,1,1,,,,
6/6/2015,general-gate1,27,40,11,1,1,,
6/6/2015,general-gate2,27,40,11,1,1,,
6/6/2015,general-gate3,2,,,,,,3
6/6/2015,general-gate4,21,24,7,,1,1,
6/6/2015,general-gate5,17,20,8,1,,,3
6/6/2015,general-gate6,8,2,3,,,,
6/6/2015,general-gate7,32,31,10,1,1,1,
6/6/2015,ranger-base,,,,,,,6
6/6/2015,ranger-stop0,27,40,11,1,1,,
6/6/2015,ranger-stop2,27,40,11,1,1,,
6/6/2015,ranger-stop3,,,,,,,6
6/6/2015,ranger-stop5,,,,,,,6
6/6/2015,ranger-stop6,,,,,,,6
6/7/2015,camping0,6,1,,,,,
6/7/2015,camping2,5,9,1,,,,
6/7/2015,camping3,4,4,3,,,,
6/7/2015,camping4,8,5,4,,,,
