,CarType,camping0,camping1,camping2,camping3,camping4,camping5,camping6,camping7,camping8,entrance0,entrance1,entrance2,entrance3,entrance4,gate0,gate1,gate2,gate3,gate4,gate5,gate6,gate7,gate8,general-gate0,general-gate1,general-gate2,general-gate3,general-gate4,general-gate5,general-gate6,general-gate7,ranger-base,ranger-stop0,ranger-stop1,ranger-stop2,ranger-stop3,ranger-stop4,ranger-stop5,ranger-stop6,ranger-stop7
9/4/2015,1,4,,7,15,9,10,12,8,6,19,17,17,23,16,,,,,,,,,,,39,39,1,25,24,8,41,,39,,39,,,,,
9/4/2015,2,1,,3,4,5,1,5,10,2,11,5,17,10,12,,,,,,,,,,,26,26,1,15,15,10,19,,26,,26,,,,,
9/4/2015,3,1,,4,2,2,5,,3,4,3,3,7,12,8,,,,,,,,,,,14,14,3,11,10,3,17,,14,,14,,,,,
9/4/2015,4,,,,,,,,,,1,6,1,5,1,,,,,,,,,,,2,2,,2,1,,6,,2,,2,,,,,
9/4/2015,5,,,,,,,,,,1,1,,,2,,,,,,,,,,,2,2,,1,2,,1,,2,,2,,,,,
9/4/2015,6,,,,,,,,,,2,1,2,,1,,,,,,,,,,,3,3,,1,1,,1,,3,,3,,,,,
9/4/2015,2P,,,,,,,,,1,,,,,,1,1,4,2,2,4,4,2,4,,4,2,1,3,3,,6,4,5,4,6,2,4,2,5,2
9/5/2015,1,7,2,10,8,6,8,6,6,13,22,10,14,18,22,,,,,,,,,,1,35,35,2,32,22,6,43,,35,,35,,,,,
9/5/2015,2,4,2,7,5,5,6,,2,8,7,8,14,9,13,,,,,,,,,,1,21,21,1,23,13,2,31,,21,,21,,,,,
9/5/2015,3,1,2,1,,8,1,1,6,2,5,8,3,4,6,,,,,,,,,,1,10,10,,11,7,6,14,,10,,10,,,,,
9/5/2015,4,,,,,,,,,,3,3,3,3,2,,,,,,,,,,,5,5,,2,2,,3,,5,,5,,,,,
9/5/2015,5,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
9/5/2015,6,,,,,,,,,,1,1,2,,,,,,,,,,,,,2,2,,1,,,1,,2,,2,,,,,
9/5/2015,2P,,,,,2,,,,1,,,,,,2,2,2,4,2,4,2,,6,,4,2,1,2,5,,4,6,3,2,5,4,2,2,4,
9/6/2015,1,6,,2,7,7,8,8,7,13,13,8,19,16,13,,,,,,,,,,,34,34,2,25,19,7,34,,34,,34,,,,,
9/6/2015,2,3,,7,1,2,4,4,,2,6,6,7,14,7,,,,,,,,,,,14,14,1,9,10,,16,,14,,14,,,,,
9/6/2015,3,,,2,,2,1,2,5,3,2,5,6,5,5,,,,,,,,,,,13,13,1,8,8,5,10,,13,,13,,,,,
9/6/2015,4,,,,,,,,,,1,2,4,4,3,,,,,,,,,,,5,5,,1,2,,2,,5,,5,,,,,
9/6/2015,5,,,,,,,,,,1,,2,1,2,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
9/6/2015,6,,,,,,,,,,1,1,,1,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
9/6/2015,2P,,,,,,,,,2,,,,,,,,2,6,4,4,2,2,6,,2,4,2,2,6,,3,6,5,2,5,6,2,4,5,2
9/7/2015,1,1,,5,2,1,6,8,9,3,10,7,12,11,11,,,,,,,,,,,21,21,1,14,17,9,20,,21,,21,,,,,
9/7/2015,2,4,,3,4,1,3,2,3,4,4,8,8,12,7,,,,,,,,,,,20,20,1,15,10,3,20,,20,,20,,,,,
9/7/2015,3,,,4,1,4,5,3,,2,1,6,7,6,5,,,,,,,,,,,11,11,,9,4,,13,,11,,11,,,,,
9/7/2015,4,,,,,,,,,,1,3,1,1,2,,,,,,,,,,,3,3,,3,2,,3,,3,,3,,,,,
9/7/2015,5,,,,,,,,,,1,3,3,2,3,,,,,,,,,,,2,2,,1,1,,3,,2,,2,,,,,
9/7/2015,6,,,,,,,,,,1,1,,1,1,,,,,,,,,,,1,1,,,1,,1,,1,,1,,,,,
9/7/2015,2P,,,,,2,,2,2,2,,,,,,,,2,6,4,10,6,2,8,,2,2,2,2,6,2,7,8,3,2,3,6,4,4,12,2
9/8/2015,1,3,2,3,8,4,10,6,5,6,14,7,9,18,13,,,,,,,,,,1,19,19,2,20,14,5,31,,19,,19,,,,,
9/8/2015,2,6,,4,,3,7,1,1,3,10,8,11,6,9,,,,,,,,,,,18,17,2,16,10,1,20,,18,,18,,,,,
9/8/2015,3,,2,1,,1,7,1,4,,5,6,3,2,6,,,,,,,,,,1,10,10,,8,8,4,11,,10,,10,,,,,
9/8/2015,4,,,,,,,,,,2,2,2,1,1,,,,,,,,,,,3,3,,2,1,,2,,3,,3,,,,,
9/8/2015,5,,,,,,,,,,2,,1,2,1,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
9/8/2015,6,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,
9/8/2015,2P,,,,,,,,,1,,,,,,,,,2,2,2,,,2,,,,1,,1,,,2,,,,2,,2,2,
9/9/2015,1,,,4,6,2,13,5,9,3,11,12,11,13,13,,,,,,,,,,,31,31,,24,21,9,33,,31,,31,,,,,
9/9/2015,2,1,,1,6,3,5,4,1,5,6,6,9,13,9,,,,,,,,,,,17,18,,9,10,1,16,,17,,17,,,,,
9/9/2015,3,,2,2,2,2,4,2,1,3,7,7,7,5,8,,,,,,,,,,1,15,15,,11,10,1,14,,15,,15,,,,,
9/9/2015,4,,,,,,,,,,2,1,2,2,1,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
9/9/2015,5,,,,,,,,,,3,3,3,2,3,,,,,,,,,,,4,4,,3,2,,3,,4,,4,,,,,
9/9/2015,6,,,,,,,,,,1,1,,1,3,,,,,,,,,,,3,3,,1,3,,1,,3,,3,,,,,
9/9/2015,2P,,,2,,,,,,2,,,,,,,,2,4,4,6,4,2,5,,2,1,2,2,3,,5,5,1,2,3,4,2,4,7,2
9/10/2015,1,,,12,8,7,18,4,1,4,14,9,10,20,13,,,,,,,,,,,24,24,,29,15,1,48,,24,,24,,,,,
9/10/2015,2,3,2,2,2,3,4,2,2,4,8,6,6,11,7,,,,,,,,,,2,19,19,,11,9,2,15,,19,,19,,,,,
9/10/2015,3,2,,,3,3,2,7,,,4,2,3,6,4,,,,,,,,,,,8,8,,5,7,,10,,8,,8,,,,,
9/10/2015,4,,,,,,,,,,3,3,,4,1,,,,,,,,,,,2,2,,1,1,,3,,2,,2,,,,,
9/10/2015,5,,,,,,,,,,1,,1,1,1,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
9/10/2015,6,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2015,2P,,,,,,,,2,1,,,,,,,,,2,2,2,,,5,,,1,1,,2,2,,5,2,,,2,,2,2,
9/11/2015,1,6,,3,4,13,9,5,5,12,11,17,13,16,11,,,,,,,,,,,31,31,1,27,9,5,41,,31,,31,,,,,
9/11/2015,2,3,2,5,3,6,11,7,,5,15,6,13,8,8,,,,,,,,,,1,25,25,1,24,12,,30,,25,,25,,,,,
9/11/2015,3,2,,1,,4,4,6,2,1,8,2,4,12,4,,,,,,,,,,,11,11,,9,7,2,13,,11,,11,,,,,
9/11/2015,4,,,,,,,,,,2,3,2,3,1,,,,,,,,,,,,,,1,,,3,,,,,,,,,
9/11/2015,5,,,,,,,,,,1,1,,2,2,,,,,,,,,,,2,2,,1,2,,1,,2,,2,,,,,
9/11/2015,6,,,,,,,,,,2,1,1,1,5,,,,,,,,,,,4,4,,1,4,,1,,4,,4,,,,,
9/11/2015,2P,,,,,,,,,1,,,,,,,,2,2,2,2,2,2,1,,2,2,1,2,2,,3,1,3,2,3,2,2,2,3,2
9/12/2015,1,6,,3,13,12,9,7,10,10,18,15,17,22,11,,,,,,,,,,,34,34,1,27,22,10,42,,34,,34,,,,,
9/12/2015,2,3,2,7,6,7,9,3,5,5,12,8,15,9,11,,,,,,,,,,1,21,21,2,23,9,5,29,,21,,21,,,,,
9/12/2015,3,,,2,2,,3,3,4,2,4,5,2,10,5,,,,,,,,,,,10,10,,5,9,4,10,,10,,10,,,,,
9/12/2015,4,,,,,,,,,,2,3,2,3,1,,,,,,,,,,,3,3,,1,1,,3,,3,,3,,,,,
9/12/2015,6,,,,,,,,,,,2,,2,2,,,,,,,,,,,2,2,,1,2,,2,,2,,2,,,,,
9/12/2015,2P,,,,,,,,,,,,,,,,,,2,,2,2,2,5,,2,2,,2,5,,2,5,3,,3,2,2,,2,2
9/13/2015,1,5,4,5,8,10,10,9,8,7,15,15,19,17,18,,,,,,,,,,4,33,33,2,33,15,8,42,,33,,33,,,,,
9/13/2015,2,3,2,2,4,3,6,1,5,8,7,5,10,18,11,,,,,,,,,,1,17,17,3,12,10,5,22,,17,,17,,,,,
9/13/2015,3,1,,1,,,6,1,5,1,3,9,4,3,4,,,,,,,,,,,7,7,,7,6,5,11,,7,,7,,,,,
9/13/2015,4,,,,,,,,,,5,3,3,2,2,,,,,,,,,,,5,5,,4,2,,3,,5,,5,,,,,
9/13/2015,5,,,,,,,,,,1,2,,2,1,,,,,,,,,,,1,1,,1,1,,2,,1,,1,,,,,
9/13/2015,6,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
9/13/2015,2P,2,,,,,,,,1,,,,,,2,2,,4,4,6,4,2,8,,2,2,1,2,5,,2,8,3,,3,4,2,6,6,2
9/14/2015,1,5,,7,7,9,10,4,4,7,11,11,14,18,15,,,,,,,,,,,28,28,1,23,16,4,39,,28,,28,,,,,
9/14/2015,2,3,,2,2,3,3,3,1,4,9,4,6,13,8,,,,,,,,,,,20,20,,10,11,1,14,,20,,20,,,,,
9/14/2015,3,1,,1,,3,8,1,7,2,6,7,4,10,5,,,,,,,,,,,16,16,,13,10,7,19,,16,,16,,,,,
9/14/2015,5,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
9/14/2015,6,,,,,,,,,,1,,1,2,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
9/14/2015,2P,,,,,,,,2,,,,,,,,,2,2,2,2,2,,4,,,2,,,4,2,2,4,2,2,,2,,2,2,
9/15/2015,1,4,,6,1,4,11,7,3,10,10,11,15,16,18,,,,,,,,,,,38,38,1,27,23,3,34,,38,,38,,,,,
9/15/2015,2,2,,4,5,7,4,,1,5,9,7,7,15,6,,,,,,,,,,,19,19,,15,7,1,25,,19,,19,,,,,
9/15/2015,3,1,2,3,1,1,3,1,4,2,5,2,7,10,7,,,,,,,,,,2,14,14,1,6,10,4,11,,14,,14,,,,,
9/15/2015,4,,,,,,,,,,1,1,3,4,1,,,,2,,2,2,,,,2,2,,,2,,1,,2,,2,2,,,2,
9/15/2015,5,,,,,,,,,,2,3,6,1,2,,,,,,,,,,,4,4,,3,,,3,,4,,4,,,,,
9/15/2015,6,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2015,2P,,,4,,,,,,,,,,,,,,,,2,4,4,2,6,,,,,,,,4,6,,,,,,2,4,2
9/16/2015,1,3,,9,7,7,6,,2,7,7,15,12,14,21,,,,,,,,,,,31,31,,24,19,2,33,,31,,31,,,,,
9/16/2015,2,,,2,3,6,4,3,,2,9,11,10,10,5,,,,,,,,,,,14,14,2,17,7,,25,,14,,14,,,,,
9/16/2015,3,,,2,2,,1,,2,2,5,5,3,4,4,,,,,,,,,,,9,9,1,9,6,2,10,,9,,9,,,,,
9/16/2015,4,,,,,,,,,,2,2,,2,2,,,,,,,,,,,2,2,,,2,,2,,2,,2,,,,,
9/16/2015,5,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2015,6,,,,,,,,,,1,2,1,,,,,,,,,,,,,1,1,,2,,,2,,1,,1,,,,,
9/16/2015,2P,,,,,,,,,1,,,,,,,,,2,2,2,,,4,,2,2,1,2,3,,2,4,3,,3,2,2,2,2,
9/17/2015,1,2,8,3,6,6,12,1,3,7,12,10,8,17,16,,,,,,,,,,6,35,35,,27,18,3,33,,35,,35,,,,,
9/17/2015,2,2,,2,1,7,1,1,6,5,13,10,5,11,10,,,,,,,,,,,18,18,,19,14,6,24,,18,,18,,,,,
9/17/2015,3,2,,3,,3,4,3,3,2,4,9,5,7,7,,,,,,,,,,,14,15,,10,11,3,14,,15,,15,,,,,
9/17/2015,4,,,,,,,,,,,1,1,2,,,,,,,,,,,,1,1,,,,,1,,1,,1,,,,,
9/17/2015,5,,,,,,,,,,,2,2,1,1,,,,,,,,,,,3,3,,2,1,,2,,3,,3,,,,,
9/17/2015,6,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
9/17/2015,2P,,,,,,,,,1,,,,,,,,2,2,2,2,2,2,2,,2,2,1,2,3,,3,2,3,2,3,2,2,2,3,2
9/18/2015,1,4,,9,5,4,6,2,8,4,6,10,14,16,9,,,,,,,,,,,23,23,1,18,14,8,31,,23,,23,,,,,
9/18/2015,2,,2,1,4,8,2,1,2,4,9,9,4,6,7,,,,,,,,,,2,11,11,1,14,7,2,16,,11,,11,,,,,
9/18/2015,3,2,,6,3,3,4,4,6,2,5,7,5,19,14,,,,,,,,,,,19,18,,13,13,6,23,,18,,18,,,,,
9/18/2015,5,,,,,,,,,,1,1,2,2,2,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
9/18/2015,6,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
9/18/2015,2P,,,,2,,,,2,,,,,,,,,,4,,10,10,6,8,,,,,,4,2,4,8,,,,4,2,,10,6
9/19/2015,1,2,4,6,7,8,11,3,8,4,17,14,15,17,12,,,,,,,,,,4,26,26,,22,11,8,36,,26,,26,,,,,
9/19/2015,2,2,,1,9,5,5,1,7,4,10,5,12,11,16,,,,,,,,,,,28,28,1,23,16,7,27,,28,,28,,,,,
9/19/2015,3,2,2,4,6,,7,2,2,3,11,8,6,11,2,,,,,,,,,,2,17,17,,16,6,2,24,,17,,17,,,,,
9/19/2015,4,,,,,,,,,,4,4,3,1,4,,,,,,,,,,,3,3,,4,2,,4,,3,,3,,,,,
9/19/2015,5,,,,,,,,,,2,1,,,3,,,,,,,,,,,3,3,,1,3,,1,,3,,3,,,,,
9/19/2015,6,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2015,2P,,,,,,,,,1,,,,,,,,,2,2,2,,,4,,,2,1,,3,,,4,2,,,2,,2,2,
9/20/2015,1,3,,10,6,4,7,5,8,,13,15,9,15,11,,,,,,,,,,,25,25,,23,18,8,31,,25,,25,,,,,
9/20/2015,2,6,,4,12,9,2,6,5,3,6,7,15,28,9,,,,,,,,,,,26,26,1,19,14,5,37,,26,,26,,,,,
9/20/2015,3,1,,4,2,4,4,4,2,5,8,6,9,5,4,,,,,,,,,,,16,16,2,14,8,2,18,,16,,16,,,,,
9/20/2015,4,,,,,,,,,,3,3,3,3,2,,,,,,,,,,,3,3,,3,1,,3,,3,,3,,,,,
9/20/2015,5,,,,,,,,,,2,2,4,3,1,,,,,,,,,,,5,5,,1,1,,2,,5,,5,,,,,
9/20/2015,6,,,,,,,,,,1,1,2,,,,,,,,,,,,,2,2,,1,,,1,,2,,2,,,,,
9/20/2015,2P,,,,,,,,,2,,,,,,,,4,6,4,6,6,6,8,,4,6,2,4,10,,6,8,8,4,8,6,4,4,8,6
9/21/2015,1,6,1,3,4,7,5,4,6,3,10,10,11,12,12,,,,,,,,,,1,23,23,,19,11,6,27,,23,,23,,,,,
9/21/2015,2,,,1,1,4,4,,1,4,4,4,8,7,6,,,,,,,,,,,13,13,1,10,7,1,12,,13,,13,,,,,
9/21/2015,3,1,,5,2,3,2,7,2,4,6,10,5,8,5,,,,,,,,,,,15,15,,12,11,2,15,,15,,15,,,,,
9/21/2015,4,,,,,,,,,,3,3,2,1,3,,,,,,,,,,,5,5,,3,3,,3,,5,,5,,,,,
9/21/2015,5,,,,,,,,,,1,2,4,2,3,,,,,,,,,,,5,5,,2,2,,2,,5,,5,,,,,
9/21/2015,6,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2015,2P,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,2,2,,2,2,3,,3,,2,,,
9/22/2015,1,3,2,9,5,2,11,,6,5,9,16,13,17,12,,,,,,,,,,2,32,32,,26,14,6,40,,32,,32,,,,,
9/22/2015,2,3,,5,2,3,1,1,1,1,5,5,3,8,3,,,,,,,,,,,7,7,,9,4,1,15,,7,,7,,,,,
9/22/2015,3,,,8,2,4,3,2,1,2,6,6,6,8,4,,,,,,,,,,,15,15,,12,7,1,16,,15,,15,,,,,
9/22/2015,4,,,,,,,,,,,1,2,1,,,,,,,,,,,,2,2,,1,,,1,,2,,2,,,,,
9/22/2015,5,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
9/22/2015,6,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2015,2P,,,,2,,,,,,,,,,,,,,2,,2,2,,6,,2,2,,2,4,,4,6,3,,3,2,2,,2,
9/23/2015,1,3,,3,8,10,7,3,2,7,9,5,16,19,12,,,,,,,,,,,32,32,,23,15,2,32,,32,,32,,,,,
9/23/2015,2,2,,4,3,6,3,,5,2,3,11,5,10,9,,,,,,,,,,,15,15,1,11,11,5,19,,15,,15,,,,,
9/23/2015,3,,,,1,3,2,1,3,2,8,9,10,8,5,,,,,,,,,,,15,15,,11,5,3,13,,15,,15,,,,,
9/23/2015,4,,,,,,,,,,5,1,,2,4,,,,,,,,,,,4,4,,1,4,,1,,4,,4,,,,,
9/23/2015,5,,,,,,,,,,2,,1,,1,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
9/23/2015,6,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
9/23/2015,2P,,,,,,,,2,,,,,,,,,2,,,2,2,,2,,,,,,,2,3,2,,2,,,2,,2,
9/24/2015,1,1,,3,5,3,5,2,2,6,13,8,12,10,8,,,,,,,,,,,26,26,1,19,11,2,22,,26,,26,,,,,
9/24/2015,2,1,,4,2,2,6,7,3,4,9,11,12,16,6,,,,,,,,,,,26,26,,15,12,3,21,,26,,26,,,,,
9/24/2015,3,2,,3,,1,2,4,1,1,8,5,4,3,4,,,,,,,,,,,10,10,,8,6,1,10,,10,,10,,,,,
9/24/2015,4,,,,,,,,,,3,,5,2,4,,,,,,,,,,,5,5,,,2,,,,5,,5,,,,,
9/24/2015,5,,,,,,,,,,2,2,1,,1,,,,,,,,,,,2,2,,2,1,,2,,2,,2,,,,,
9/24/2015,2P,,,2,2,,,,,,,,,,,,,,,2,4,4,,2,,,,,,,,4,2,,,,,,2,4,
9/25/2015,1,3,2,8,7,8,8,8,2,4,16,12,17,15,12,,,,,,,,,,,25,25,2,27,14,2,38,,25,,25,,,,,
9/25/2015,2,2,,5,3,7,9,5,3,6,16,6,12,14,13,,,,,,,,,,,25,25,,23,15,3,31,,25,,25,,,,,
9/25/2015,3,2,,3,4,4,4,,4,2,7,5,5,6,8,,,,,,,,,,,13,13,,16,8,4,20,,13,,13,,,,,
9/25/2015,4,,,,,,,,,,1,4,3,1,1,,,,,,,,,,,4,4,,3,1,,4,,4,,4,,,,,
9/25/2015,5,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2015,6,,,,,,,,,,2,2,2,1,1,,,,,,,,,,,3,3,,2,1,,2,,3,,3,,,,,
9/25/2015,2P,,,,,,,,,1,,,,,,,,2,4,2,4,4,4,4,,2,2,1,2,5,,3,4,3,2,3,4,2,2,5,4
9/26/2015,1,3,3,7,6,6,12,1,6,7,10,11,10,16,14,,,,,,,,,,3,27,27,,28,13,6,40,,27,,27,,,,,
9/26/2015,2,2,,2,3,6,4,5,1,5,10,8,11,5,8,,,,,,,,,,,20,20,1,16,8,1,21,,20,,20,,,,,
9/26/2015,3,5,,3,3,4,4,7,5,,5,7,7,12,8,,,,,,,,,,,15,15,,11,9,5,19,,15,,15,,,,,
9/26/2015,4,,,,,,,,,,,2,2,1,1,,,,,,,,,,,3,3,,2,1,,2,,3,,3,,,,,
9/26/2015,5,,,,,,,,,,,2,,2,1,,,,,,,,,,,1,1,,,1,,2,,1,,1,,,,,
9/26/2015,6,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
9/26/2015,2P,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,2,2,,,,,2,,2,
9/27/2015,1,3,,7,7,8,10,2,4,6,12,9,11,16,17,,,,,,,,,,,28,28,1,28,17,4,41,,28,,28,,,,,
9/27/2015,2,3,,4,6,8,5,4,1,4,9,10,7,10,8,,,,,,,,,,,12,12,,20,7,1,30,,12,,12,,,,,
9/27/2015,3,3,,2,,1,2,2,3,4,6,3,1,8,5,,,,,,,,,,,11,11,1,7,8,3,11,,11,,11,,,,,
9/27/2015,4,,,,,,,,,,1,1,1,2,1,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
9/27/2015,5,,,,,,,,,,2,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
9/27/2015,6,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
9/27/2015,2P,,,,,,,2,2,,,,,,,,,4,2,,6,6,2,6,,2,2,,2,4,2,6,6,3,4,3,2,2,,6,2
9/28/2015,1,2,,6,6,5,11,6,3,5,10,3,12,17,12,,,,,,,,,,,20,20,2,20,8,3,33,,20,,20,,,,,
9/28/2015,2,3,,5,5,4,4,7,3,1,11,8,9,11,12,,,,,,,,,,,24,24,,19,18,3,27,,24,,24,,,,,
9/28/2015,3,1,,2,7,1,5,,,1,5,5,7,4,5,,,,,,,,,,,7,7,1,10,3,,15,,7,,7,,,,,
9/28/2015,4,,,,,,,,,,1,1,1,1,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
9/28/2015,5,,,,,,,,,,2,,1,2,1,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
9/28/2015,6,,,,,,,,,,1,,1,1,1,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
9/28/2015,2P,,,,,,,,,3,,,,,,,,2,8,6,8,4,4,8,,2,2,3,2,7,,3,8,3,2,3,8,2,6,9,4
9/29/2015,1,4,2,8,10,6,8,10,7,8,9,19,10,18,21,,,,,,,,,,1,34,34,1,25,24,7,36,,34,,34,,,,,
9/29/2015,2,3,,4,1,1,3,9,5,2,8,10,9,8,5,,,,,,,,,,,20,20,,14,12,5,18,,20,,20,,,,,
9/29/2015,3,,,3,1,2,1,2,,,3,5,2,7,3,,,,,,,,,,,7,7,,7,5,,11,,7,,7,,,,,
9/29/2015,4,,,,,,,,,,2,,3,2,1,,,,,,,,,,,4,4,,,1,,,,4,,4,,,,,
9/29/2015,5,,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,1,,,2,,,,,,,,,
9/29/2015,6,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
9/29/2015,2P,,,,,,,,,,,,,,,,,,,2,,,,2,,,2,,,2,,,2,4,,,,,2,,
9/30/2015,1,1,,5,2,5,5,13,5,4,10,8,13,19,16,,,,,,,,,,,27,27,,16,19,5,25,,27,,27,,,,,
9/30/2015,2,3,,2,4,7,4,4,1,3,7,9,9,11,6,,,,,,,,,,,19,19,,16,10,1,24,,19,,19,,,,,
9/30/2015,3,2,,3,1,3,3,6,,,9,4,5,3,5,,,,,,,,,,,14,14,,12,10,,14,,14,,14,,,,,
9/30/2015,4,,,,,,,,,,,,1,2,1,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
9/30/2015,5,,,,,,,,,,,,2,2,,,,,,,,,,,,2,2,,,,,,,2,,2,,,,,
9/30/2015,6,,,,,,,,,,1,,2,1,,,,,,,,,,,,2,2,,,,,,,2,,2,,,,,
9/30/2015,2P,,,,,,,,2,3,,,,,,,,,6,6,10,2,2,8,,,,3,,3,2,,8,,,,6,,6,10,2
10/1/2015,1,3,,8,11,8,5,6,4,4,11,14,18,31,15,,,,6,4,8,4,,6,,35,35,2,27,23,4,45,6,35,,35,6,,4,8,
10/1/2015,1,1,,3,4,2,3,4,2,1,7,6,10,13,4,,,,,,,,,,,17,17,,11,7,2,17,,17,,17,,,,,
10/1/2015,2,2,,1,2,3,1,2,1,1,,3,2,9,5,,,,,,,,,,,9,9,,5,7,1,10,,9,,9,,,,,
10/1/2015,3,,,2,5,3,1,,1,,4,2,3,7,4,,,,,,,,,,,6,6,,8,4,1,13,,6,,6,,,,,
10/1/2015,4,,,,,,,,,,,2,3,2,1,,,,2,,2,2,,,,2,2,,2,2,,2,,2,,2,2,,,2,
10/1/2015,6,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
10/1/2015,2P,,,2,,,,,,2,,,,,,,,,4,4,6,2,,6,,,,2,,2,,2,6,,,,4,,4,6,
10/2/2015,1,,,5,3,,3,,2,2,1,8,2,4,8,,,,,,,,,,,10,10,1,8,8,2,10,,10,,10,,,,,
10/2/2015,2,1,,3,,10,1,1,,2,3,4,4,7,6,,,,,,,,,,,9,9,,8,6,,13,,9,,9,,,,,
10/2/2015,3,2,,,2,1,2,,,,2,2,4,3,,,,,,,,,,,,4,4,,2,,,5,,4,,4,,,,,
10/2/2015,4,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2015,5,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,
10/2/2015,6,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
10/2/2015,2P,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,2,,,,,,2,
10/3/2015,1,2,,4,1,3,2,4,3,3,5,5,6,11,5,,,,,,,,,,,17,17,,11,11,3,16,,17,,17,,,,,
10/3/2015,2,1,,3,2,,1,5,1,1,4,3,5,7,3,,,,,,,,,,,9,9,1,7,6,1,10,,9,,9,,,,,
10/3/2015,3,,,,1,2,1,2,,,3,,3,1,1,,,,,,,,,,,6,6,,4,3,,4,,6,,6,,,,,
10/3/2015,4,,,,,,,,,,2,,1,,1,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
10/3/2015,5,,,,,,,,,,1,2,1,2,2,,,,,,,,,,,3,3,,1,2,,2,,3,,3,,,,,
10/3/2015,6,,,,,,,,,,1,,3,1,1,,,,,,,,,,,2,2,,,,,,,2,,2,,,,,
10/3/2015,2P,,,2,,,,,,1,,,,,,,,,2,2,2,2,,4,,2,2,1,2,3,,4,4,3,,3,2,2,2,2,
10/4/2015,1,,,1,2,3,5,2,2,2,4,3,6,11,5,,,,,,,,,,,15,15,,8,8,2,10,,15,,15,,,,,
10/4/2015,2,1,2,1,2,3,,,,,4,4,1,2,2,,,,,,,,,,1,4,3,,5,2,,7,,4,,4,,,,,
10/4/2015,3,,,,,,,2,,5,4,3,3,1,,,,,,,,,,,,8,8,1,3,2,,3,,8,,8,,,,,
10/4/2015,4,,,,,,,,,,2,2,2,3,1,,,,,,,,,,,1,1,,1,,,2,,1,,1,,,,,
10/4/2015,5,,,,,,,,,,,3,2,4,1,,,,,,,,,,,3,3,,1,1,,3,,3,,3,,,,,
10/4/2015,6,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
10/4/2015,2P,,,,,,,,,2,,,,,,,,,4,4,4,,,4,,,,2,,2,,,4,,,,4,,4,4,
