date,day,CarType,Total,camping0,camping1,camping2,camping3,camping4,camping5,camping6,camping7,camping8,entrance0,entrance1,entrance2,entrance3,entrance4,gate0,gate1,gate2,gate3,gate4,gate5,gate6,gate7,gate8,general-gate0,general-gate1,general-gate2,general-gate3,general-gate4,general-gate5,general-gate6,general-gate7,ranger-base,ranger-stop0,ranger-stop1,ranger-stop2,ranger-stop3,ranger-stop4,ranger-stop5,ranger-stop6,ranger-stop7
6/1/2015,32,3,81,,,,5,,1,5,,1,2,4,,5,7,,,,,,,,,,,7,7,,7,6,,10,,7,,7,,,,,
6/1/2015,32,4,28,,,,,,,,,,4,2,1,1,2,,,,,,,,,,,3,3,,2,2,,2,,3,,3,,,,,
6/1/2015,32,5,25,,,,,,,,,,1,2,,,3,,,,,,,,,,,3,3,,2,3,,2,,3,,3,,,,,
6/1/2015,32,6,9,,,,,,,,,,,,1,1,2,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
6/1/2015,32,2P,69,,,,,,,,,1,,,,,,,,2,4,2,4,4,4,4,,2,2,1,2,5,,3,4,3,2,3,4,2,2,5,4
6/2/2015,33,1,216,2,2,6,6,4,4,8,4,3,9,9,12,11,12,,,,,,,,,,1,19,19,,14,9,4,20,,19,,19,,,,,
6/2/2015,33,2,142,3,,3,3,3,5,4,,4,4,7,10,5,4,,,,,,,,,,,13,13,1,13,4,,17,,13,,13,,,,,
6/2/2015,33,3,154,2,,,,1,4,4,1,5,7,6,5,7,9,,,,,,,,,,,17,17,,10,12,1,12,,17,,17,,,,,
6/2/2015,33,4,38,,,,,,,,,,2,2,2,3,1,,,,2,,2,2,,,,3,3,,1,3,,2,,3,,3,2,,,2,
6/2/2015,33,5,10,,,,,,,,,,,1,2,,1,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
6/2/2015,33,2P,65,,,,,,,,,3,,,,,,,,,6,8,6,,,8,,,,3,,3,,,8,,,,6,,8,6,
6/3/2015,34,1,298,3,,5,4,8,8,3,5,10,8,12,9,19,14,,,,,,,,,,,27,27,2,23,18,5,34,,27,,27,,,,,
6/3/2015,34,2,133,2,2,2,2,4,4,2,,3,12,8,3,8,6,,,,,,,,,,2,10,10,,11,5,,17,,10,,10,,,,,
6/3/2015,34,3,122,2,,,5,1,2,3,,2,7,5,4,10,6,,,,,,,,,,,12,12,1,6,8,,12,,12,,12,,,,,
6/3/2015,34,4,15,,,,,,,,,,1,2,1,2,2,,,,,,,,,,,1,1,,,1,,2,,1,,1,,,,,
6/3/2015,34,5,36,,,,,,,,,,1,4,4,1,2,,,,,,,,,,,4,4,,3,1,,4,,4,,4,,,,,
6/3/2015,34,6,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/2015,34,2P,37,,,,,,,,,1,,,,,,,,,2,2,,,,4,,2,2,1,2,3,,2,4,3,,3,2,2,2,,
6/4/2015,35,1,319,3,2,10,4,10,3,7,8,6,11,14,10,22,12,,,,,,,,,,2,31,31,,18,19,8,26,,31,,31,,,,,
6/4/2015,35,2,172,1,,3,4,4,2,,6,7,7,13,5,4,8,,,,,,,,,,,16,16,,13,9,6,16,,16,,16,,,,,
6/4/2015,35,3,142,4,,1,3,,3,2,6,2,6,2,7,12,2,,,,,,,,,,,15,15,,7,8,6,11,,15,,15,,,,,
6/4/2015,35,4,26,,,,,,,,,,1,4,2,1,2,,,,,,,,,,,2,2,,3,1,,4,,2,,2,,,,,
6/4/2015,35,5,25,,,,,,,,,,1,2,4,2,1,,,,,,,,,,,3,3,,1,,,2,,3,,3,,,,,
6/4/2015,35,6,21,,,,,,,,,,,3,1,3,1,,,,,,,,,,,2,2,,1,1,,3,,2,,2,,,,,
6/4/2015,35,2P,53,,,,,,,,,1,,,,,,,,,4,2,6,4,2,6,,,,1,,3,,2,6,,,,4,2,2,6,2
6/5/2015,36,1,286,6,2,2,5,8,11,9,6,5,20,8,15,19,10,,,,,,,,,,1,23,23,,17,13,6,31,,23,,23,,,,,
6/5/2015,36,2,220,2,,3,4,4,3,9,2,6,11,7,8,12,15,,,,,,,,,,,20,20,,15,16,2,21,,20,,20,,,,,
6/5/2015,36,3,145,2,,1,3,,9,1,4,3,8,7,10,7,7,,,,,,,,,,,11,11,2,11,5,4,17,,11,,11,,,,,
6/5/2015,36,4,18,,,,,,,,,,1,2,1,1,1,,,,,,,,,,,2,2,,1,1,,2,,2,,2,,,,,
6/5/2015,36,5,2,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/2015,36,6,23,,,,,,,,,,1,4,2,1,,,,,,,,,,,,2,2,,3,,,4,,2,,2,,,,,
6/5/2015,36,2P,147,,,,,,,,,3,,,,,,,,6,6,6,6,6,6,6,,6,6,3,6,9,,9,6,9,6,9,6,6,6,9,6
6/6/2015,37,1,321,3,,9,10,4,8,5,8,8,11,13,19,16,19,,,,,,,,,,,27,27,2,21,17,8,32,,27,,27,,,,,
6/6/2015,37,2,347,2,1,4,7,7,7,9,2,6,5,7,16,21,15,,,,,,,,,,1,40,40,,24,20,2,31,,40,,40,,,,,
6/6/2015,37,3,115,1,2,4,2,1,2,2,3,1,3,4,4,6,7,,,,,,,,,,1,11,11,,7,8,3,10,,11,,11,,,,,
6/6/2015,37,4,14,,,,,,,,,,2,1,1,2,2,,,,,,,,,,,1,1,,,1,,1,,1,,1,,,,,
6/6/2015,37,5,8,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
6/6/2015,37,6,4,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
6/6/2015,37,2P,57,,,,,,,,,3,,,,,,,,,6,6,6,,,6,,,,3,,3,,,6,,,,6,,6,6,
6/7/2015,38,1,361,6,,5,4,8,12,6,7,8,16,13,11,16,17,,,,,,,,,,,35,35,,28,19,7,38,,35,,35,,,,,
6/7/2015,38,2,204,1,,9,4,5,13,1,2,2,7,13,9,13,10,,,,,,,,,,,15,15,1,15,8,2,29,,15,,15,,,,,
6/7/2015,38,3,105,,,1,3,4,3,,4,,7,3,4,9,4,,,,,,,,,,,8,8,,8,5,4,14,,8,,8,,,,,
6/7/2015,38,4,21,,,,,,,,,,2,3,2,1,,,,,,,,,,,,2,2,,2,,,3,,2,,2,,,,,
6/7/2015,38,5,35,,,,,,,,,,1,1,2,3,3,,,,,,,,,,,5,5,,1,3,,1,,5,,5,,,,,
6/7/2015,38,6,6,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
6/7/2015,38,2P,71,,,,,,4,,2,1,,,,,,,,,4,4,8,4,2,8,,,,1,,3,2,2,8,,,,4,,4,8,2
6/8/2015,39,1,377,6,,5,9,11,7,10,7,5,20,18,13,19,14,,,,,,,,,,,33,33,2,29,22,7,41,,33,,33,,,,,
6/8/2015,39,2,148,4,,2,2,3,4,3,1,3,8,7,8,19,4,,,,,,,,,,,11,11,,8,6,1,21,,11,,11,,,,,
6/8/2015,39,3,109,1,2,1,4,4,1,2,2,1,4,5,6,5,6,,,,,,,,,,1,9,9,,9,5,2,12,,9,,9,,,,,
6/8/2015,39,4,32,,,,,,,,,,4,1,3,4,1,,,,,,,,,,,4,4,,1,1,,1,,4,,4,,,,,
6/8/2015,39,5,8,,,,,,,,,,1,2,,1,1,,,,,,,,,,,,,,1,,,2,,,,,,,,,
6/8/2015,39,6,18,,,,,,,,,,2,2,2,,,,,,,,,,,,,2,2,,2,,,2,,2,,2,,,,,
6/8/2015,39,2P,36,,,,,,,,,,,,,,,1,1,4,,,3,3,,4,,1,1,,,1,,3,4,1,4,2,,,,3,
6/9/2015,40,1,293,5,,3,7,5,7,11,6,5,13,9,13,17,15,,,,,,,,,,,28,28,1,15,18,6,25,,28,,28,,,,,
6/9/2015,40,2,193,1,,4,3,6,7,2,1,1,7,7,11,11,7,,,,,,,,,,,18,18,,18,8,1,26,,18,,18,,,,,
6/9/2015,40,3,101,,,2,1,2,2,4,3,,6,4,7,5,4,,,,,,,,,,,10,10,,5,5,3,8,,10,,10,,,,,
6/9/2015,40,4,24,,,,,,,,,,,2,3,,1,,,,,,,,,,,3,4,,2,1,,2,,3,,3,,,,,
6/9/2015,40,5,17,,,,,,,,,,2,2,2,1,2,,,,,,,,,,,1,1,,1,1,,2,,1,,1,,,,,
6/9/2015,40,6,7,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
6/9/2015,40,2P,34,,,,,,,,,1,,,,,,,,2,2,2,2,1,,1,,1,1,1,1,2,,3,1,2,2,1,2,2,2,2,
6/10/2015,41,1,347,3,1,5,8,10,5,6,3,8,16,14,14,21,10,,,,,,,,,,1,34,34,1,28,15,3,39,,34,,34,,,,,
6/10/2015,41,2,258,1,,7,7,2,6,7,1,3,9,11,10,12,12,,,,,,,,,,,27,27,,20,14,1,27,,27,,27,,,,,
6/10/2015,41,3,112,,,1,3,1,3,4,4,1,3,6,8,4,6,,,,,,,,,,,9,9,,10,6,4,12,,9,,9,,,,,
6/10/2015,41,4,37,,,,,,,,,,2,2,3,2,6,,,,,,,,,,,4,3,,2,3,,2,,4,,4,,,,,
6/10/2015,41,5,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/2015,41,6,16,,,,,,,,,,,1,,1,2,,,,,,,,,,,2,2,,1,2,,1,,2,,2,,,,,
6/10/2015,41,2P,118,,2,,,2,,2,,3,,,,,,,,4,6,2,6,7,6,9,,3,3,1,3,8,,5,9,4,4,5,6,2,2,8,6
6/11/2015,42,1,360,5,1,8,7,14,5,4,5,7,20,7,16,20,15,,,,,,,,,,1,34,34,1,27,15,5,41,,34,,34,,,,,
6/11/2015,42,2,153,,,4,1,2,5,4,1,8,9,7,3,12,4,,,,,,,,,,,16,16,,7,7,1,14,,16,,16,,,,,
6/11/2015,42,3,138,1,,4,4,2,1,,3,2,6,4,8,6,7,,,,,,,,,,,14,14,1,10,8,3,12,,14,,14,,,,,
6/11/2015,42,4,2,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2015,42,5,16,,,,,,,,,,,1,,1,2,,,,,,,,,,,2,2,,1,2,,1,,2,,2,,,,,
6/11/2015,42,2P,49,,,,,,,,,1,,,,,,,,2,2,2,2,2,2,2,,2,2,1,2,3,,3,2,3,2,3,2,2,2,3,2
6/12/2015,43,1,395,7,,9,7,9,8,15,4,10,24,11,13,27,18,,,,,,,,,,,36,36,1,23,22,4,39,,36,,36,,,,,
6/12/2015,43,2,233,2,1,6,6,6,2,2,2,3,7,10,11,11,13,,,,,,,,,,1,22,22,2,20,14,2,24,,22,,22,,,,,
6/12/2015,43,3,123,,,3,5,1,4,,1,7,10,4,4,6,3,,,,,,,,,,,11,11,,13,2,1,15,,11,,11,,,,,
6/12/2015,43,4,7,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
6/12/2015,43,5,11,,,,,,,,,,,1,1,,2,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
6/12/2015,43,6,17,,,,,,,,,,,1,2,1,2,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
6/12/2015,43,2P,91,,,,,,,,,1,,,,,,,,2,4,2,4,4,4,6,,4,4,1,4,7,,5,6,6,2,6,4,4,2,5,4
6/13/2015,44,1,401,2,4,8,9,10,12,11,5,9,17,11,17,22,17,,,,,,,,,,1,35,35,3,31,23,5,44,,35,,35,,,,,
6/13/2015,44,2,227,1,,3,4,3,6,8,8,7,3,14,10,8,11,,,,,,,,,,,20,20,2,14,16,8,21,,20,,20,,,,,
6/13/2015,44,3,155,2,,3,3,5,4,2,3,2,6,7,7,7,9,,,,,,,,,,,15,15,1,9,8,3,14,,15,,15,,,,,
6/13/2015,44,4,9,,,,,,,,,,1,,,2,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
6/13/2015,44,5,19,,,,,,,,,,2,2,1,,1,,,,,,,,,,,2,2,,2,1,,2,,2,,2,,,,,
6/13/2015,44,6,18,,,,,,,,,,2,1,,1,2,,,,,,,,,,,2,2,,1,2,,1,,2,,2,,,,,
6/13/2015,44,2P,26,,,,2,,,,,1,,,,,,1,1,,2,2,1,1,,2,,1,1,1,,,,1,2,1,,1,2,,2,1,
6/14/2015,45,1,415,4,2,6,7,8,8,6,12,17,17,9,19,20,16,,,,,,,,,,2,39,39,3,27,26,12,38,,39,,39,,,,,
6/14/2015,45,2,237,2,,3,6,2,4,9,5,3,5,8,12,10,7,,,,,,,,,,,26,26,,18,13,5,21,,26,,26,,,,,
6/14/2015,45,3,146,,,3,4,4,5,2,3,1,7,4,6,6,5,,,,,,,,,,,13,13,1,13,9,3,18,,13,,13,,,,,
6/14/2015,45,4,6,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,
6/14/2015,45,5,14,,,,,,,,,,1,,,1,2,,,,,,,,,,,2,2,,,2,,,,2,,2,,,,,
6/14/2015,45,6,19,,,,,,,,,,2,3,2,2,1,,,,,,,,,,,1,1,,2,,,3,,1,,1,,,,,
6/14/2015,45,2P,53,,,,,2,,,,1,,,,,,,,,4,2,6,4,2,6,,,,1,,3,,2,6,,,,4,,2,6,2
6/15/2015,46,1,452,2,,8,14,12,4,8,10,13,15,14,16,26,17,,,,,,,,,,,45,45,,33,26,10,44,,45,,45,,,,,
6/15/2015,46,2,189,4,,4,2,4,4,4,2,5,7,9,7,14,12,,,,,,,,,,,16,16,3,10,15,2,17,,16,,16,,,,,
6/15/2015,46,3,101,1,,1,2,2,4,2,,3,7,4,4,4,6,,,,,,,,,,,9,9,,8,6,,11,,9,,9,,,,,
6/15/2015,46,4,43,,,,,,,,,,4,2,4,2,2,,,,,,,,,,,6,6,,1,2,,2,,6,,6,,,,,
6/15/2015,46,5,8,,,,,,,,,,1,,2,,1,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
6/15/2015,46,6,12,,,,,,,,,,1,,2,1,,,,,,,,,,,,2,2,,,,,,,2,,2,,,,,
6/15/2015,46,2P,102,,,2,,,,,,2,,,,,,1,1,4,4,4,7,5,2,8,,3,3,2,2,5,,6,8,5,4,4,4,2,4,8,2
6/16/2015,47,1,434,3,,8,6,11,8,8,12,10,10,13,21,26,18,,,,,,,,,,,43,43,3,26,26,12,41,,43,,43,,,,,
6/16/2015,47,2,215,,2,3,4,2,5,4,2,4,9,8,10,17,10,,,,,,,,,,1,22,22,1,11,12,2,20,,22,,22,,,,,
6/16/2015,47,3,145,2,,5,2,3,6,3,,3,4,6,8,8,2,,,,,,,,,,,14,14,1,12,5,,19,,14,,14,,,,,
6/16/2015,47,4,25,,,,,,,,,,1,,1,4,2,,,,2,,2,2,,,,1,1,,,3,,,,1,,1,2,,,2,
6/16/2015,47,5,49,,,,,,,,,,2,3,6,5,2,,,,,,,,,,,6,6,,3,1,,3,,6,,6,,,,,
6/16/2015,47,6,6,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
6/16/2015,47,2P,95,,,,,,,2,,1,,,,,,,,2,4,2,5,5,4,8,,3,3,1,3,6,,5,8,5,2,4,4,6,2,6,4
6/17/2015,48,1,407,2,,8,6,8,9,6,11,17,6,19,18,29,15,,,,,,,,,,,39,39,4,23,22,11,37,,39,,39,,,,,
6/17/2015,48,2,175,6,,4,2,3,5,1,2,4,7,8,8,9,7,,,,,,,,,,,16,16,,14,9,2,20,,16,,16,,,,,
6/17/2015,48,3,119,2,,2,5,3,2,1,3,2,5,6,1,9,5,,,,,,,,,,,10,10,,8,7,3,15,,10,,10,,,,,
6/17/2015,48,4,12,,,,,,,,,,2,1,,1,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
6/17/2015,48,5,10,,,,,,,,,,,1,,2,1,,,,,,,,,,,1,1,,,1,,1,,1,,1,,,,,
6/17/2015,48,6,19,,,,,,,,,,2,,2,1,1,,,,,,,,,,,3,3,,,1,,,,3,,3,,,,,
6/17/2015,48,2P,13,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,3,,2,,,,,
6/18/2015,49,1,310,1,,8,3,10,4,3,6,10,15,11,13,24,8,,,,,,,,,,,30,30,1,19,17,6,31,,30,,30,,,,,
6/18/2015,49,2,211,2,,7,5,2,7,2,6,2,12,13,15,10,7,,,,,,,,,,,16,16,1,17,7,6,26,,16,,16,,,,,
6/18/2015,49,3,137,2,,2,5,3,4,6,2,2,5,6,10,4,5,,,,,,,,,,,11,11,,12,7,2,16,,11,,11,,,,,
6/18/2015,49,4,27,,,,,,,,,,1,2,1,5,2,,,,,,,,,,,3,3,,,2,,2,,3,,3,,,,,
6/18/2015,49,5,19,,,,,,,,,,,1,3,1,3,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
6/18/2015,49,6,15,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
6/18/2015,49,2P,19,,,,,,,,,1,,,,,,,,,2,2,2,,,2,,,,1,,1,,,2,,,,2,,2,2,
6/19/2015,50,1,373,3,2,6,9,12,9,10,4,12,12,17,8,18,19,,,,,,,,,,1,34,34,1,27,25,4,38,,34,,34,,,,,
6/19/2015,50,2,201,5,,3,5,5,4,9,2,5,6,9,11,16,10,,,,,,,,,,,17,17,1,8,13,2,19,,17,,17,,,,,
6/19/2015,50,3,131,3,,1,3,3,8,1,,2,7,6,2,11,5,,,,,,,,,,,10,10,,12,6,,21,,10,,10,,,,,
6/19/2015,50,4,18,,,,,,,,,,2,1,,1,2,,,,,,,,,,,2,2,,1,2,,1,,2,,2,,,,,
6/19/2015,50,5,19,,,,,,,,,,,2,2,,2,,,,,,,,,,,2,2,,2,1,,2,,2,,2,,,,,
6/19/2015,50,6,9,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
6/19/2015,50,2P,61,,,,,,,,,1,,,,,,,,,4,2,4,2,2,6,,2,2,1,2,5,,2,6,3,,3,4,2,2,4,2
6/20/2015,51,1,459,8,,7,11,10,10,9,10,8,15,12,25,22,20,,,,,,,,,,,43,43,3,34,24,10,49,,43,,43,,,,,
6/20/2015,51,2,287,7,,9,1,5,6,6,,7,14,9,10,13,15,,,,,,,,,,,28,28,1,24,17,,31,,28,,28,,,,,
6/20/2015,51,3,168,1,,1,5,2,4,3,1,7,10,5,9,9,8,,,,,,,,,,,16,16,2,10,10,1,16,,16,,16,,,,,
6/20/2015,51,4,10,,,,,,,,,,1,,,1,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
6/20/2015,51,5,7,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
6/20/2015,51,6,24,,,,,,,,,,1,4,1,1,1,,,,,,,,,,,2,2,,3,1,,4,,2,,2,,,,,
6/20/2015,51,2P,97,,,,,2,,,,2,,,,,,,,2,4,6,8,6,4,5,,2,2,2,2,3,,7,5,3,2,3,4,4,6,9,4
6/21/2015,52,1,510,6,6,3,6,14,8,17,6,13,21,23,16,28,17,,,,,,,,,,5,51,51,,34,30,6,47,,51,,51,,,,,
6/21/2015,52,2,246,5,,6,4,6,11,2,2,4,6,8,11,11,9,,,,,,,,,,,22,22,1,25,11,2,34,,22,,22,,,,,
6/21/2015,52,3,168,1,,1,5,4,4,4,2,3,7,9,10,14,5,,,,,,,,,,,16,16,1,9,7,2,16,,16,,16,,,,,
6/21/2015,52,4,19,,,,,,,,,,1,3,1,1,1,,,,,,,,,,,2,2,,1,1,,2,,2,,2,,,,,
6/21/2015,52,6,4,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
6/21/2015,52,2P,83,,,,,,2,2,,4,,,,,,,,,,2,2,2,,9,,4,6,,4,9,,6,9,8,,6,,4,2,2,
6/22/2015,53,1,369,3,2,6,9,8,15,4,5,12,11,15,11,25,16,,,,,,,,,,1,32,32,2,26,17,5,48,,32,,32,,,,,
6/22/2015,53,2,264,4,,6,1,8,5,5,5,6,14,8,9,13,11,,,,,,,,,,,24,24,2,21,17,5,28,,24,,24,,,,,
6/22/2015,53,3,138,3,,1,4,4,5,2,3,4,7,5,7,12,6,,,,,,,,,,,10,10,2,8,5,3,17,,10,,10,,,,,
6/22/2015,53,4,39,,,,,,,,,,1,4,3,3,3,,,,,,,,,,,4,4,,3,2,,4,,4,,4,,,,,
6/22/2015,53,5,15,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
6/22/2015,53,2P,44,,,,,,2,,4,,,,,,,,,,,4,4,4,,4,,,,,,,4,4,4,,,,,2,4,4,
6/23/2015,54,1,413,7,9,8,13,5,9,3,6,7,16,10,19,23,11,,,,,,,,,,7,39,39,1,33,16,6,48,,39,,39,,,,,
6/23/2015,54,2,252,,,4,7,5,6,5,2,8,11,11,11,10,14,,,,,,,,,,,22,22,2,22,16,2,28,,22,,22,,,,,
6/23/2015,54,3,134,3,,2,1,2,7,6,,,4,5,6,4,11,,,,,,,,,,,11,11,,13,10,,16,,11,,11,,,,,
6/23/2015,54,4,32,,,,,,,,,,1,3,3,2,1,,,,,,,,,,,4,4,,2,1,,3,,4,,4,,,,,
6/23/2015,54,5,29,,,,,,,,,,,4,1,4,2,,,,,,,,,,,3,3,,1,2,,3,,3,,3,,,,,
6/23/2015,54,2P,82,2,,,2,,,,,3,,,,,,4,4,,4,2,5,3,2,8,,3,3,1,,6,,,8,5,,4,4,,2,5,2
6/24/2015,55,1,420,10,2,6,4,8,12,7,8,11,21,16,13,29,17,,,,,,,,,,2,36,36,2,31,22,8,47,,36,,36,,,,,
6/24/2015,55,2,277,6,,8,2,6,3,3,2,7,8,13,15,10,13,,,,,,,,,,,28,28,1,24,12,2,30,,28,,28,,,,,
6/24/2015,55,3,212,1,,4,2,3,8,9,4,2,6,10,9,14,6,,,,,,,,,,,20,20,1,14,13,4,22,,20,,20,,,,,
6/24/2015,55,4,14,,,,,,,,,,2,1,2,2,1,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
6/24/2015,55,5,10,,,,,,,,,,2,,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
6/24/2015,55,6,6,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/2015,55,2P,24,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,2,2,,2,,,,2,2,2
6/25/2015,56,1,402,5,2,6,14,5,15,9,7,2,16,14,13,17,20,,,,,,,,,,,36,36,,32,28,7,46,,36,,36,,,,,
6/25/2015,56,2,244,2,2,8,4,9,6,5,2,2,13,4,12,8,12,,,,,,,,,,1,23,23,1,20,12,2,27,,23,,23,,,,,
6/25/2015,56,3,170,1,,,1,2,7,6,6,4,9,2,3,8,7,,,,,,,,,,,18,18,,9,15,6,12,,18,,18,,,,,
6/25/2015,56,4,36,,,,,,,,,,2,1,1,2,2,,,,2,,2,2,,,,3,3,,1,4,,1,,3,,3,2,,,2,
6/25/2015,56,5,2,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2015,56,6,25,,,,,,,,,,3,,3,1,1,,,,,,,,,,,4,4,,,1,,,,4,,4,,,,,
6/25/2015,56,2P,92,,,2,,,,,,2,,,,,,,,2,6,4,6,6,4,5,,2,2,2,2,6,,5,5,3,2,3,6,2,4,7,4
6/26/2015,57,1,395,6,,5,4,6,15,11,10,9,18,16,13,14,14,,,,,,,,,,,36,36,1,32,24,10,43,,36,,36,,,,,
6/26/2015,57,2,249,5,,3,2,7,7,9,1,6,8,11,16,9,12,,,,,,,,,,,21,21,3,22,15,1,28,,21,,21,,,,,
6/26/2015,57,3,136,3,,1,1,4,7,1,3,2,8,6,7,3,4,,,,,,,,,,,11,11,,15,6,3,18,,11,,11,,,,,
6/26/2015,57,4,26,,,,,,,,,,,2,5,1,2,,,,,,,,,,,3,3,,2,,,2,,3,,3,,,,,
6/26/2015,57,5,16,,,,,,,,,,,,1,2,3,,,,,,,,,,,2,2,,,2,,,,2,,2,,,,,
6/26/2015,57,2P,51,,,,,,,,,1,,,,,,,,2,2,2,2,2,2,3,,2,2,1,2,3,,3,3,3,2,3,2,2,2,3,2
6/27/2015,58,1,456,6,,8,12,15,11,4,6,12,22,17,12,24,23,,,,,,,,,,,39,39,2,41,24,6,55,,39,,39,,,,,
6/27/2015,58,2,217,4,,3,2,8,6,5,1,7,8,4,10,16,11,,,,,,,,,,,21,21,2,12,11,1,22,,21,,21,,,,,
6/27/2015,58,3,106,5,,,3,1,4,2,,3,4,4,5,12,3,,,,,,,,,,,9,9,,7,2,,15,,9,,9,,,,,
6/27/2015,58,4,16,,,,,,,,,,2,2,3,1,,,,,,,,,,,,1,1,,2,,,2,,1,,1,,,,,
6/27/2015,58,5,4,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
6/27/2015,58,6,22,,,,,,,,,,4,4,,1,1,,,,,,,,,,,1,1,,3,1,,4,,1,,1,,,,,
6/27/2015,58,2P,69,,,,,,,,,1,,,,,,,,,6,2,6,4,4,8,,,2,1,,7,,,8,2,,,6,,2,6,4
6/28/2015,59,1,330,2,4,6,12,9,11,8,2,8,13,9,14,18,16,,,,,,,,,,3,28,28,3,25,16,2,37,,28,,28,,,,,
6/28/2015,59,2,231,,6,10,2,4,8,4,,5,8,6,8,10,12,,,,,,,,,,5,21,21,1,21,11,,26,,21,,21,,,,,
6/28/2015,59,3,184,3,,,2,2,11,4,4,5,7,9,6,10,9,,,,,,,,,,,16,16,2,12,12,4,18,,16,,16,,,,,
6/28/2015,59,4,26,,,,,,,,,,1,3,2,1,1,,,,,,,,,,,3,3,,2,1,,3,,3,,3,,,,,
6/28/2015,59,5,8,,,,,,,,,,1,,1,2,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
6/28/2015,59,6,12,,,,,,,,,,,2,,1,1,,,,,,,,,,,1,1,,1,1,,2,,1,,1,,,,,
6/28/2015,59,2P,104,,,,,,,,2,2,,,,,,,,2,6,4,4,2,2,8,,4,4,2,4,8,2,5,8,6,2,6,6,4,4,5,2
6/29/2015,60,1,454,7,,7,4,14,20,8,9,10,9,13,24,27,16,,,,,,,,,,,41,41,1,35,21,9,56,,41,,41,,,,,
6/29/2015,60,2,247,8,,5,5,7,7,1,2,4,14,7,8,16,13,,,,,,,,,,,20,20,,21,13,2,34,,20,,20,,,,,
6/29/2015,60,3,212,6,,,5,3,5,2,9,5,8,7,8,8,6,,,,,,,,,,,20,20,1,17,13,9,20,,20,,20,,,,,
6/29/2015,60,4,18,,,,,,,,,,3,3,,1,1,,,,,,,,,,,1,1,,2,1,,3,,1,,1,,,,,
6/29/2015,60,5,19,,,,,,,,,,1,,2,2,1,,,,,,,,,,,3,3,,,1,,,,3,,3,,,,,
6/29/2015,60,6,8,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
6/29/2015,60,2P,20,,,,,,,,,,,,,,,,,,2,,2,2,2,2,,,,,,2,,,2,,,,2,,,2,2
6/30/2015,61,1,389,10,,4,8,11,7,13,4,6,17,15,15,18,14,,,,,,,,,,,36,36,1,32,20,4,46,,36,,36,,,,,
6/30/2015,61,2,269,7,,4,7,4,5,5,5,5,10,8,10,17,19,,,,,,,,,,,24,24,,18,16,5,28,,24,,24,,,,,
6/30/2015,61,3,112,5,,1,1,1,4,,1,6,3,6,7,6,5,,,,,,,,,,,9,9,3,8,6,1,12,,9,,9,,,,,
6/30/2015,61,4,12,,,,,,,,,,1,1,1,1,2,,,,,,,,,,,1,1,,,1,,1,,1,,1,,,,,
