date,Campsite,site_num,1,2,3,4,5,6,2P
5/18/2015,camping8,7,2,2,1,,,,
5/18/2015,entrance0,8,5,6,1,2,2,1,
5/18/2015,entrance1,9,2,9,3,,1,,
5/18/2015,entrance2,10,6,1,1,1,2,,
5/18/2015,entrance3,11,10,7,4,,2,,
5/18/2015,entrance4,12,2,9,2,1,1,1,
5/18/2015,gate3,13,,,,,,,2
5/18/2015,gate5,15,,,,,,,2
5/18/2015,gate6,33,,,,,,,2
5/18/2015,gate7,34,,,,,,,2
5/18/2015,gate8,16,,,,,,,2
5/18/2015,general-gate1,17,8,8,4,2,3,1,
5/18/2015,general-gate2,18,8,8,4,2,3,1,
5/18/2015,general-gate4,20,5,8,3,,1,,
5/18/2015,general-gate5,21,4,8,3,1,1,1,2
5/18/2015,general-gate6,22,2,,,,,,
5/18/2015,general-gate7,23,11,12,6,,1,,
5/18/2015,ranger-base,24,,,,,,,2
5/18/2015,ranger-stop0,25,8,8,4,2,3,1,
5/18/2015,ranger-stop2,26,8,8,4,2,3,1,
5/18/2015,ranger-stop3,27,,,,,,,2
5/18/2015,ranger-stop6,30,,,,,,,2
5/18/2015,ranger-stop7,36,,,,,,,2
5/19/2015,camping0,1,1,2,,,,,
5/19/2015,camping2,2,1,,,,,,
5/19/2015,camping3,3,2,,1,,,,
5/19/2015,camping4,31,3,3,,,,,
5/19/2015,camping5,4,1,1,,,,,
5/19/2015,camping6,5,2,1,,,,,2
5/19/2015,camping8,7,2,,,,,,2
5/19/2015,entrance0,8,3,7,2,4,1,,
5/19/2015,entrance1,9,6,7,3,3,,,
5/19/2015,entrance2,10,4,2,3,2,1,,
5/19/2015,entrance3,11,6,5,2,3,2,,
5/19/2015,entrance4,12,4,7,1,,,,
5/19/2015,gate0,39,,,,,,,1
5/19/2015,gate1,40,,,,,,,1
5/19/2015,gate2,32,,,,,,,2
5/19/2015,gate5,15,,,,,,,1
5/19/2015,gate6,33,,,,,,,1
5/19/2015,gate8,16,,,,,,,4
5/19/2015,general-gate1,17,6,9,4,2,1,,3
5/19/2015,general-gate2,18,6,9,4,2,1,,3
5/19/2015,general-gate4,20,5,9,4,1,,,2
5/19/2015,general-gate5,21,4,6,1,,,,5
5/19/2015,general-gate7,23,10,11,4,3,,,3
5/19/2015,ranger-base,24,,,,,,,4
5/19/2015,ranger-stop0,25,6,9,4,2,1,,4
5/19/2015,ranger-stop1,35,,,,,,,2
5/19/2015,ranger-stop2,26,6,9,4,2,1,,5
5/19/2015,ranger-stop4,28,,,,,,,2
5/19/2015,ranger-stop6,30,,,,,,,1
5/20/2015,camping0,1,1,1,2,,,,
5/20/2015,camping2,2,,,2,,,,
5/20/2015,camping3,3,2,,1,,,,
5/20/2015,camping4,31,4,2,,,,,
5/20/2015,camping5,4,4,1,1,,,,
5/20/2015,camping6,5,3,,,,,,
5/20/2015,camping7,6,1,,,,,,2
5/20/2015,camping8,7,1,1,,,,,1
5/20/2015,entrance0,8,9,3,2,,1,1,
5/20/2015,entrance1,9,2,4,4,,,2,
5/20/2015,entrance2,10,3,3,3,1,,,
5/20/2015,entrance3,11,7,4,4,1,,1,
5/20/2015,entrance4,12,10,4,1,,1,,
5/20/2015,gate2,32,,,,,,,2
5/20/2015,gate3,13,,,,,,,2
5/20/2015,gate4,14,,,,,,,4
5/20/2015,gate5,15,,,,,,,2
5/20/2015,gate6,33,,,,,,,2
5/20/2015,gate7,34,,,,,,,2
5/20/2015,gate8,16,,,,,,,4
5/20/2015,general-gate1,17,14,5,4,1,1,,2
5/20/2015,general-gate2,18,14,5,4,1,1,,4
5/20/2015,general-gate3,19,,,,,,,1
5/20/2015,general-gate4,20,10,4,1,,,1,2
5/20/2015,general-gate5,21,10,3,1,,1,,5
5/20/2015,general-gate6,22,1,,,,,,2
5/20/2015,general-gate7,23,13,6,5,,,2,3
5/20/2015,ranger-base,24,,,,,,,4
5/20/2015,ranger-stop0,25,14,5,4,1,1,,5
5/20/2015,ranger-stop1,35,,,,,,,2
5/20/2015,ranger-stop2,26,14,5,4,1,1,,3
5/20/2015,ranger-stop3,27,,,,,,,2
5/20/2015,ranger-stop4,28,,,,,,,2
5/20/2015,ranger-stop5,29,,,,,,,4
5/20/2015,ranger-stop6,30,,,,,,,3
5/20/2015,ranger-stop7,36,,,,,,,2
5/21/2015,camping0,1,2,,,,,,2
5/21/2015,camping3,3,,1,,,,,
5/21/2015,camping4,31,,3,,,,,
5/21/2015,camping5,4,4,1,1,,,,
5/21/2015,camping6,5,3,,,,,,
5/21/2015,camping8,7,,2,2,,,,2
5/21/2015,entrance0,8,10,3,2,1,,,
5/21/2015,entrance1,9,3,5,1,1,,1,
5/21/2015,entrance2,10,14,3,3,3,,,
5/21/2015,entrance3,11,7,5,3,5,1,,
5/21/2015,entrance4,12,7,5,1,,1,1,
5/21/2015,gate0,39,,,,,,,2
5/21/2015,gate1,40,,,,,,,2
5/21/2015,gate2,32,,,,,,,2
5/21/2015,gate3,13,,,,2,,,
5/21/2015,gate4,14,,,,,,,2
5/21/2015,gate5,15,,,,2,,,5
5/21/2015,gate6,33,,,,2,,,5
5/21/2015,gate8,16,,,,,,,8
5/21/2015,general-gate1,17,16,6,4,3,1,1,3
5/21/2015,general-gate2,18,16,6,4,3,1,1,3
5/21/2015,general-gate3,19,,1,1,,,,1
5/21/2015,general-gate4,20,8,4,1,,,1,3
5/21/2015,general-gate5,21,6,5,1,2,1,1,2
5/21/2015,general-gate7,23,9,5,2,1,,1,7
5/21/2015,ranger-base,24,,,,,,,8
5/21/2015,ranger-stop0,25,16,6,4,3,1,1,4
5/21/2015,ranger-stop1,35,,,,,,,2
5/21/2015,ranger-stop2,26,16,6,4,3,1,1,5
5/21/2015,ranger-stop3,27,,,,2,,,
5/21/2015,ranger-stop4,28,,,,,,,6
5/21/2015,ranger-stop5,29,,,,,,,2
5/21/2015,ranger-stop6,30,,,,2,,,6
5/22/2015,camping0,1,,1,,,,,
5/22/2015,camping2,2,2,1,,,,,
5/22/2015,camping3,3,2,1,,,,,2
5/22/2015,camping4,31,2,1,1,,,,
5/22/2015,camping5,4,6,1,,,,,
5/22/2015,camping6,5,3,,,,,,
5/22/2015,camping8,7,3,2,,,,,4
5/22/2015,entrance0,8,7,2,1,,1,,
5/22/2015,entrance1,9,9,1,3,,,,
5/22/2015,entrance2,10,5,4,3,1,1,,
5/22/2015,entrance3,11,7,4,,2,1,,
5/22/2015,entrance4,12,4,6,1,1,1,,
5/22/2015,gate0,39,,,,,,,1
5/22/2015,gate1,40,,,,,,,1
5/22/2015,gate2,32,,,,,,,2
5/22/2015,gate3,13,,,,,,,2
5/22/2015,gate4,14,,,,,,,2
5/22/2015,gate5,15,,,,,,,5
5/22/2015,gate6,33,,,,,,,5
5/22/2015,gate7,34,,,,,,,2
5/22/2015,gate8,16,,,,,,,6
5/22/2015,general-gate1,17,11,8,2,2,2,,1
5/22/2015,general-gate2,18,11,8,2,2,2,,3
5/22/2015,general-gate4,20,9,5,2,,,,
5/22/2015,general-gate5,21,3,5,,1,1,,5
5/22/2015,general-gate7,23,15,6,2,,,,3
5/22/2015,ranger-base,24,,,,,,,6
5/22/2015,ranger-stop0,25,11,8,2,2,2,,3
5/22/2015,ranger-stop1,35,,,,,,,2
5/22/2015,ranger-stop2,26,11,8,2,2,2,,3
5/22/2015,ranger-stop3,27,,,,,,,2
5/22/2015,ranger-stop5,29,,,,,,,2
5/22/2015,ranger-stop6,30,,,,,,,5
5/22/2015,ranger-stop7,36,,,,,,,2
5/23/2015,camping0,1,,2,,,,,
5/23/2015,camping2,2,5,2,1,,,,
5/23/2015,camping3,3,4,4,,,,,
5/23/2015,camping4,31,,,4,,,,
5/23/2015,camping5,4,2,2,1,,,,
5/23/2015,camping6,5,1,,,,,,2
5/23/2015,camping7,6,,1,,,,,
5/23/2015,camping8,7,2,2,2,,,,
5/23/2015,entrance0,8,6,8,3,1,,1,
5/23/2015,entrance1,9,4,6,3,2,1,,
5/23/2015,entrance2,10,4,5,2,1,,,
5/23/2015,entrance3,11,7,5,1,2,1,1,
5/23/2015,entrance4,12,7,4,3,,,,
5/23/2015,gate2,32,,,,,,,2
5/23/2015,gate3,13,,,,,,,2
5/23/2015,gate4,14,,,,,,,2
5/23/2015,gate5,15,,,,,,,4
5/23/2015,gate6,33,,,,,,,4
5/23/2015,gate7,34,,,,,,,4
5/23/2015,gate8,16,,,,,,,6
5/23/2015,general-gate1,17,10,7,5,1,,,2
5/23/2015,general-gate2,18,10,7,5,1,,,2
5/23/2015,general-gate3,19,,1,,,,,
5/23/2015,general-gate4,20,9,7,6,,,,2
5/23/2015,general-gate5,21,5,4,3,,,,4
5/23/2015,general-gate6,22,,1,,,,,
5/23/2015,general-gate7,23,13,11,7,2,1,,2
5/23/2015,ranger-base,24,,,,,,,6
5/23/2015,ranger-stop0,25,10,7,5,1,,,2
5/23/2015,ranger-stop1,35,,,,,,,2
5/23/2015,ranger-stop2,26,10,7,5,1,,,4
5/23/2015,ranger-stop3,27,,,,,,,2
5/23/2015,ranger-stop5,29,,,,,,,2
5/23/2015,ranger-stop6,30,,,,,,,7
5/23/2015,ranger-stop7,36,,,,,,,4
5/24/2015,camping0,1,,2,,,,,
5/24/2015,camping1,37,,,2,,,,
5/24/2015,camping2,2,1,,1,,,,
5/24/2015,camping3,3,5,2,,,,,
5/24/2015,camping4,31,1,4,1,,,,
5/24/2015,camping5,4,1,,1,,,,
5/24/2015,camping6,5,4,1,,,,,
5/24/2015,camping7,6,6,,1,,,,
5/24/2015,camping8,7,2,2,,,,,1
5/24/2015,entrance0,8,4,3,4,2,1,,
5/24/2015,entrance1,9,10,4,1,2,,,
5/24/2015,entrance2,10,8,3,3,2,1,,
5/24/2015,entrance3,11,6,3,2,2,1,,
5/24/2015,entrance4,12,6,3,4,2,1,,
5/24/2015,gate3,13,,,,,,,2
5/24/2015,gate4,14,,,,,,,2
5/24/2015,gate5,15,,,,,,,2
5/24/2015,gate8,16,,,,,,,6
5/24/2015,general-gate0,38,,,2,,,,
5/24/2015,general-gate1,17,14,8,8,2,2,,4
5/24/2015,general-gate2,18,14,8,8,2,2,,4
5/24/2015,general-gate3,19,1,,,,,,1
5/24/2015,general-gate4,20,10,4,2,1,,,4
5/24/2015,general-gate5,21,11,3,4,1,1,,5
5/24/2015,general-gate6,22,6,,1,,,,
5/24/2015,general-gate7,23,12,6,3,2,,,4
5/24/2015,ranger-base,24,,,,,,,6
5/24/2015,ranger-stop0,25,14,8,8,2,2,,6
5/24/2015,ranger-stop2,26,14,8,8,2,2,,6
5/24/2015,ranger-stop3,27,,,,,,,2
5/24/2015,ranger-stop4,28,,,,,,,4
5/24/2015,ranger-stop5,29,,,,,,,2
5/24/2015,ranger-stop6,30,,,,,,,2
5/25/2015,camping0,1,1,1,,,,,
5/25/2015,camping2,2,1,,1,,,,2
5/25/2015,camping3,3,3,,,,,,
5/25/2015,camping4,31,,1,1,,,,
5/25/2015,camping5,4,3,4,,,,,
5/25/2015,camping6,5,,1,,,,,
5/25/2015,camping7,6,2,,,,,,
5/25/2015,camping8,7,2,1,,,,,4
5/25/2015,entrance0,8,5,5,4,3,1,,
5/25/2015,entrance1,9,7,4,2,3,1,,
5/25/2015,entrance2,10,6,5,4,3,1,,
5/25/2015,entrance3,11,10,4,,3,,,
5/25/2015,entrance4,12,4,4,2,2,1,,
5/25/2015,gate0,39,,,,,,,1
5/25/2015,gate1,40,,,,,,,1
5/25/2015,gate2,32,,,,,,,4
5/25/2015,gate3,13,,,,,,,8
5/25/2015,gate4,14,,,,,,,4
5/25/2015,gate5,15,,,,,,,7
5/25/2015,gate6,33,,,,,,,7
5/25/2015,gate7,34,,,,,,,6
5/25/2015,gate8,16,,,,,,,8
5/25/2015,general-gate1,17,12,7,6,3,,,5
5/25/2015,general-gate2,18,12,7,6,3,,,5
5/25/2015,general-gate3,19,,,,,,,2
5/25/2015,general-gate4,20,8,6,4,2,1,,4
5/25/2015,general-gate5,21,5,2,2,1,,,11
5/25/2015,general-gate6,22,2,,,,,,
5/25/2015,general-gate7,23,13,9,4,3,1,,7
5/25/2015,ranger-base,24,,,,,,,8
5/25/2015,ranger-stop0,25,12,7,6,3,,,8
5/25/2015,ranger-stop1,35,,,,,,,4
5/25/2015,ranger-stop2,26,12,7,6,3,,,7
5/25/2015,ranger-stop3,27,,,,,,,8
5/25/2015,ranger-stop4,28,,,,,,,4
5/25/2015,ranger-stop5,29,,,,,,,4
5/25/2015,ranger-stop6,30,,,,,,,9
5/25/2015,ranger-stop7,36,,,,,,,6
5/26/2015,camping0,1,,,1,,,,
5/26/2015,camping1,37,,2,,,,,
5/26/2015,camping2,2,2,1,,,,,
5/26/2015,camping3,3,5,,1,,,,
5/26/2015,camping4,31,2,1,,,,,
5/26/2015,camping5,4,2,1,,,,,4
5/26/2015,camping6,5,3,1,,,,,2
5/26/2015,camping7,6,3,,,,,,
5/26/2015,camping8,7,1,1,,,,,
5/26/2015,entrance0,8,8,3,3,2,1,,
5/26/2015,entrance1,9,5,4,3,1,,,
5/26/2015,entrance2,10,8,2,1,1,1,,
5/26/2015,entrance3,11,6,5,2,1,,,
5/26/2015,entrance4,12,7,1,3,1,,,
5/26/2015,gate0,39,,,,,,,1
5/26/2015,gate1,40,,,,,,,1
5/26/2015,gate2,32,,,,,,,4
5/26/2015,gate4,14,,,,,,,2
5/26/2015,gate5,15,,,,,,,5
5/26/2015,gate6,33,,,,,,,7
5/26/2015,gate7,34,,,,,,,2
5/26/2015,gate8,16,,,,,,,6
5/26/2015,general-gate0,38,,2,,,,,
5/26/2015,general-gate1,17,10,7,2,,1,,1
5/26/2015,general-gate2,18,10,7,2,,1,,1
5/26/2015,general-gate3,19,1,,,,,,
5/26/2015,general-gate4,20,9,2,1,1,,,
5/26/2015,general-gate5,21,5,2,2,,,,1
5/26/2015,general-gate6,22,3,,,,,,
5/26/2015,general-gate7,23,13,3,1,1,,,5
5/26/2015,ranger-base,24,,,,,,,6
5/26/2015,ranger-stop0,25,10,7,2,,1,,1
5/26/2015,ranger-stop1,35,,,,,,,4
5/26/2015,ranger-stop2,26,10,7,2,,1,,2
5/26/2015,ranger-stop5,29,,,,,,,2
5/26/2015,ranger-stop6,30,,,,,,,7
5/26/2015,ranger-stop7,36,,,,,,,2
5/27/2015,camping0,1,,,1,,,,
5/27/2015,camping2,2,,,1,,,,6
5/27/2015,camping3,3,3,,,,,,
5/27/2015,camping4,31,1,,1,,,,2
5/27/2015,camping5,4,1,2,,,,,
5/27/2015,camping6,5,2,1,2,,,,
5/27/2015,camping7,6,3,,,,,,
5/27/2015,camping8,7,3,2,,,,,1
5/27/2015,entrance0,8,4,5,3,1,,,
5/27/2015,entrance1,9,5,1,3,,,,
5/27/2015,entrance2,10,6,6,5,,,,
5/27/2015,entrance3,11,5,,4,,,,
5/27/2015,entrance4,12,12,3,4,1,,,
5/27/2015,gate3,13,,,,,,,2
5/27/2015,gate4,14,,,,,,,4
5/27/2015,gate5,15,,,,,,,7
5/27/2015,gate6,33,,,,,,,5
5/27/2015,gate7,34,,,,,,,2
5/27/2015,gate8,16,,,,,,,6
5/27/2015,general-gate1,17,12,8,3,1,,,1
5/27/2015,general-gate2,18,12,8,3,1,,,1
5/27/2015,general-gate3,19,,,,,,,1
5/27/2015,general-gate4,20,9,3,3,,,,1
5/27/2015,general-gate5,21,10,2,2,1,,,2
5/27/2015,general-gate6,22,3,,,,,,
5/27/2015,general-gate7,23,10,3,4,,,,4
5/27/2015,ranger-base,24,,,,,,,6
5/27/2015,ranger-stop0,25,12,8,3,1,,,2
5/27/2015,ranger-stop2,26,12,8,3,1,,,1
5/27/2015,ranger-stop3,27,,,,,,,2
5/27/2015,ranger-stop5,29,,,,,,,4
5/27/2015,ranger-stop6,30,,,,,,,7
5/27/2015,ranger-stop7,36,,,,,,,2
5/28/2015,camping0,1,,,1,,,,
5/28/2015,camping2,2,3,,,,,,
5/28/2015,camping3,3,,1,,,,,2
5/28/2015,camping4,31,,,2,,,,
5/28/2015,camping5,4,2,1,,,,,
5/28/2015,camping6,5,7,,,,,,
5/28/2015,camping7,6,,2,1,,,,
5/28/2015,camping8,7,5,1,,,,,1
5/28/2015,entrance0,8,6,3,4,3,,1,
5/28/2015,entrance1,9,5,3,1,2,,1,
5/28/2015,entrance2,10,13,3,1,2,,,
5/28/2015,entrance3,11,9,4,4,2,2,,
5/28/2015,entrance4,12,3,5,4,1,2,2,
5/28/2015,gate0,39,,,,,,,1
5/28/2015,gate1,40,,,,,,,1
5/28/2015,gate3,13,,,,,,,4
5/28/2015,gate4,14,,,,,,,6
5/28/2015,gate5,15,,,,,,,9
5/28/2015,gate6,33,,,,,,,7
5/28/2015,gate8,16,,,,,,,8
5/28/2015,general-gate1,17,14,5,4,3,2,2,3
5/28/2015,general-gate2,18,14,5,4,3,2,2,3
5/28/2015,general-gate3,19,2,,,,,,1
5/28/2015,general-gate4,20,5,3,3,2,,1,2
5/28/2015,general-gate5,21,6,5,3,1,2,2,4
5/28/2015,general-gate6,22,,2,1,,,,
5/28/2015,general-gate7,23,7,5,4,2,,1,9
5/28/2015,ranger-base,24,,,,,,,8
5/28/2015,ranger-stop0,25,14,5,4,3,2,2,4
5/28/2015,ranger-stop2,26,14,5,4,3,2,2,4
5/28/2015,ranger-stop3,27,,,,,,,4
5/28/2015,ranger-stop4,28,,,,,,,8
5/28/2015,ranger-stop5,29,,,,,,,6
5/28/2015,ranger-stop6,30,,,,,,,10
5/29/2015,camping0,1,1,1,,,,,2
5/29/2015,camping2,2,2,1,1,,,,
5/29/2015,camping3,3,,2,,,,,
5/29/2015,camping4,31,,1,,,,,
5/29/2015,camping5,4,2,,,,,,
5/29/2015,camping6,5,3,1,3,,,,
5/29/2015,camping7,6,,1,,,,,
5/29/2015,camping8,7,3,1,2,,,,1
5/29/2015,entrance0,8,2,2,4,1,,,
5/29/2015,entrance1,9,2,7,4,3,,,
5/29/2015,entrance2,10,3,8,2,2,,,
5/29/2015,entrance3,11,9,3,4,1,2,,
5/29/2015,entrance4,12,5,5,2,3,1,,
5/29/2015,gate0,39,,,,,,,2
5/29/2015,gate1,40,,,,,,,2
5/29/2015,gate3,13,,,,,,,4
5/29/2015,gate4,14,,,,,,,2
5/29/2015,gate5,15,,,,,,,8
5/29/2015,gate6,33,,,,,,,6
5/29/2015,gate7,34,,,,,,,2
5/29/2015,gate8,16,,,,,,,8
5/29/2015,general-gate1,17,10,10,7,5,1,,
5/29/2015,general-gate2,18,10,10,7,5,1,,
5/29/2015,general-gate3,19,,,,,,,1
5/29/2015,general-gate4,20,4,7,5,3,,,
5/29/2015,general-gate5,21,7,5,5,3,1,,3
5/29/2015,general-gate6,22,,1,,,,,
5/29/2015,general-gate7,23,7,8,5,3,,,2
5/29/2015,ranger-base,24,,,,,,,8
5/29/2015,ranger-stop0,25,10,10,7,5,1,,
5/29/2015,ranger-stop2,26,10,10,7,5,1,,
5/29/2015,ranger-stop3,27,,,,,,,4
5/29/2015,ranger-stop4,28,,,,,,,2
5/29/2015,ranger-stop5,29,,,,,,,2
5/29/2015,ranger-stop6,30,,,,,,,8
5/29/2015,ranger-stop7,36,,,,,,,2
5/30/2015,camping0,1,1,1,,,,,
5/30/2015,camping2,2,4,1,2,,,,2
5/30/2015,camping3,3,,2,1,,,,
5/30/2015,camping4,31,3,2,3,,,,
5/30/2015,camping5,4,3,,2,,,,
5/30/2015,camping6,5,,,2,,,,
5/30/2015,camping7,6,,2,,,,,
5/30/2015,camping8,7,3,,,,,,2
5/30/2015,entrance0,8,3,5,3,1,3,,
5/30/2015,entrance1,9,2,6,4,3,2,,
5/30/2015,entrance2,10,7,3,2,1,,,
5/30/2015,entrance3,11,7,4,4,,,,
5/30/2015,entrance4,12,3,4,3,1,,,
5/30/2015,gate0,39,,,,,,,1
5/30/2015,gate1,40,,,,,,,1
5/30/2015,gate3,13,,,,,,,4
5/30/2015,gate4,14,,,,,,,4
5/30/2015,gate5,15,,,,,,,5
5/30/2015,gate6,33,,,,,,,1
5/30/2015,gate8,16,,,,,,,6
5/30/2015,general-gate1,17,11,5,5,2,,,1
5/30/2015,general-gate2,18,11,5,5,2,,,1
5/30/2015,general-gate3,19,,,,,,,2
5/30/2015,general-gate4,20,7,6,7,3,2,,
5/30/2015,general-gate5,21,3,3,4,1,,,3
5/30/2015,general-gate6,22,,2,,,,,
5/30/2015,general-gate7,23,12,8,11,3,2,,1
5/30/2015,ranger-base,24,,,,,,,6
5/30/2015,ranger-stop0,25,11,5,5,2,,,1
5/30/2015,ranger-stop2,26,11,5,5,2,,,2
5/30/2015,ranger-stop3,27,,,,,,,4
5/30/2015,ranger-stop5,29,,,,,,,4
5/30/2015,ranger-stop6,30,,,,,,,5
5/31/2015,camping0,1,1,,1,,,,
5/31/2015,camping2,2,4,1,,,,,
5/31/2015,camping3,3,,,,,,,2
5/31/2015,camping4,31,,1,1,,,,
5/31/2015,camping5,4,1,,2,,,,
5/31/2015,camping6,5,2,1,1,,,,
5/31/2015,camping7,6,1,4,,,,,
5/31/2015,camping8,7,3,2,2,,,,1
5/31/2015,entrance0,8,6,4,2,,4,2,
5/31/2015,entrance1,9,8,2,,,3,1,
5/31/2015,entrance2,10,4,7,1,1,2,1,
5/31/2015,entrance3,11,7,5,5,1,3,,
5/31/2015,entrance4,12,5,5,1,,,,
5/31/2015,gate0,39,,,,,,,1
5/31/2015,gate1,40,,,,,,,1
5/31/2015,gate2,32,,,,,,,2
5/31/2015,gate3,13,,,,,,,4
5/31/2015,gate4,14,,,,,,,2
5/31/2015,gate5,15,,,,,,,3
5/31/2015,gate6,33,,,,,,,3
5/31/2015,gate7,34,,,,,,,2
5/31/2015,gate8,16,,,,,,,6
5/31/2015,general-gate1,17,7,11,5,1,2,1,3
5/31/2015,general-gate2,18,7,11,5,1,2,1,3
5/31/2015,general-gate3,19,,,,,,,1
5/31/2015,general-gate4,20,8,4,1,,2,1,2
5/31/2015,general-gate5,21,2,7,2,,,,6
5/31/2015,general-gate6,22,1,4,,,,,
5/31/2015,general-gate7,23,13,4,4,,3,1,5
5/31/2015,ranger-base,24,,,,,,,6
5/31/2015,ranger-stop0,25,7,11,5,1,2,1,4
5/31/2015,ranger-stop1,35,,,,,,,2
5/31/2015,ranger-stop2,26,7,11,5,1,2,1,5
5/31/2015,ranger-stop3,27,,,,,,,4
5/31/2015,ranger-stop4,28,,,,,,,4
5/31/2015,ranger-stop5,29,,,,,,,2
5/31/2015,ranger-stop6,30,,,,,,,4
5/31/2015,ranger-stop7,36,,,,,,,2
6/1/2015,camping0,1,2,,,,,,
6/1/2015,camping2,2,3,3,,,,,
6/1/2015,camping3,3,3,6,5,,,,
6/1/2015,camping4,31,3,2,,,,,
6/1/2015,camping5,4,3,5,1,,,,
6/1/2015,camping6,5,3,4,5,,,,
6/1/2015,camping7,6,9,2,,,,,
6/1/2015,camping8,7,6,,1,,,,1
6/1/2015,entrance0,8,11,4,2,4,1,,
6/1/2015,entrance1,9,7,9,4,2,2,,
6/1/2015,entrance2,10,10,8,,1,,1,
6/1/2015,entrance3,11,13,10,5,1,,1,
6/1/2015,entrance4,12,9,8,7,2,3,2,
6/1/2015,gate2,32,,,,,,,2
6/1/2015,gate3,13,,,,,,,4
6/1/2015,gate4,14,,,,,,,2
6/1/2015,gate5,15,,,,,,,4
6/1/2015,gate6,33,,,,,,,4
6/1/2015,gate7,34,,,,,,,4
6/1/2015,gate8,16,,,,,,,4
6/1/2015,general-gate1,17,21,17,7,3,3,1,2
6/1/2015,general-gate2,18,21,17,7,3,3,1,2
6/1/2015,general-gate3,19,1,,,,,,1
6/1/2015,general-gate4,20,10,17,7,2,2,,2
6/1/2015,general-gate5,21,16,11,6,2,3,1,5
6/1/2015,general-gate6,22,9,2,,,,,
6/1/2015,general-gate7,23,18,25,10,2,2,,3
6/1/2015,ranger-base,24,,,,,,,4
6/1/2015,ranger-stop0,25,21,17,7,3,3,1,3
6/1/2015,ranger-stop1,35,,,,,,,2
6/1/2015,ranger-stop2,26,21,17,7,3,3,1,3
6/1/2015,ranger-stop3,27,,,,,,,4
6/1/2015,ranger-stop4,28,,,,,,,2
6/1/2015,ranger-stop5,29,,,,,,,2
6/1/2015,ranger-stop6,30,,,,,,,5
6/1/2015,ranger-stop7,36,,,,,,,4
6/2/2015,camping0,1,2,3,2,,,,
6/2/2015,camping1,37,2,,,,,,
6/2/2015,camping2,2,6,3,,,,,
6/2/2015,camping3,3,6,3,,,,,
6/2/2015,camping4,31,4,3,1,,,,
6/2/2015,camping5,4,4,5,4,,,,
6/2/2015,camping6,5,8,4,4,,,,
6/2/2015,camping7,6,4,,1,,,,
6/2/2015,camping8,7,3,4,5,,,,3
6/2/2015,entrance0,8,9,4,7,2,,,
6/2/2015,entrance1,9,9,7,6,2,1,,
6/2/2015,entrance2,10,12,10,5,2,2,,
6/2/2015,entrance3,11,11,5,7,3,,,
6/2/2015,entrance4,12,12,4,9,1,1,,
6/2/2015,gate3,13,,,,2,,,6
6/2/2015,gate4,14,,,,,,,8
6/2/2015,gate5,15,,,,2,,,6
6/2/2015,gate6,33,,,,2,,,
6/2/2015,gate8,16,,,,,,,8
6/2/2015,general-gate0,38,1,,,,,,
6/2/2015,general-gate1,17,19,13,17,3,1,,
6/2/2015,general-gate2,18,19,13,17,3,1,,
6/2/2015,general-gate3,19,,1,,,,,3
6/2/2015,general-gate4,20,14,13,10,1,1,,
6/2/2015,general-gate5,21,9,4,12,3,,,3
6/2/2015,general-gate6,22,4,,1,,,,
6/2/2015,general-gate7,23,20,17,12,2,1,,
6/2/2015,ranger-base,24,,,,,,,8
6/2/2015,ranger-stop0,25,19,13,17,3,1,,
6/2/2015,ranger-stop2,26,19,13,17,3,1,,
6/2/2015,ranger-stop3,27,,,,2,,,6
6/2/2015,ranger-stop5,29,,,,,,,8
6/2/2015,ranger-stop6,30,,,,2,,,6
6/3/2015,camping0,1,3,2,2,,,,
6/3/2015,camping1,37,,2,,,,,
6/3/2015,camping2,2,5,2,,,,,
6/3/2015,camping3,3,4,2,5,,,,
6/3/2015,camping4,31,8,4,1,,,,
6/3/2015,camping5,4,8,4,2,,,,
6/3/2015,camping6,5,3,2,3,,,,
6/3/2015,camping7,6,5,,,,,,
6/3/2015,camping8,7,10,3,2,,,,1
6/3/2015,entrance0,8,8,12,7,1,1,,
6/3/2015,entrance1,9,12,8,5,2,4,,
6/3/2015,entrance2,10,9,3,4,1,4,1,
6/3/2015,entrance3,11,19,8,10,2,1,,
6/3/2015,entrance4,12,14,6,6,2,2,1,
6/3/2015,gate3,13,,,,,,,2
6/3/2015,gate4,14,,,,,,,2
6/3/2015,gate8,16,,,,,,,4
6/3/2015,general-gate0,38,,2,,,,,
6/3/2015,general-gate1,17,27,10,12,1,4,,2
6/3/2015,general-gate2,18,27,10,12,1,4,,2
6/3/2015,general-gate3,19,2,,1,,,,1
6/3/2015,general-gate4,20,23,11,6,,3,,2
6/3/2015,general-gate5,21,18,5,8,1,1,,3
6/3/2015,general-gate6,22,5,,,,,,
6/3/2015,general-gate7,23,34,17,12,2,4,,2
6/3/2015,ranger-base,24,,,,,,,4
6/3/2015,ranger-stop0,25,27,10,12,1,4,,3
6/3/2015,ranger-stop2,26,27,10,12,1,4,,3
6/3/2015,ranger-stop3,27,,,,,,,2
6/3/2015,ranger-stop4,28,,,,,,,2
6/3/2015,ranger-stop5,29,,,,,,,2
6/4/2015,camping0,1,3,1,4,,,,
6/4/2015,camping1,37,2,,,,,,
6/4/2015,camping2,2,10,3,1,,,,
6/4/2015,camping3,3,4,4,3,,,,
6/4/2015,camping4,31,10,4,,,,,
6/4/2015,camping5,4,3,2,3,,,,
6/4/2015,camping6,5,7,,2,,,,
